"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838.1.id.csv";"peptide.count.P5838.2.id.csv";"peptide.count.P5839.1.id.csv";"peptide.count.P5839.2.id.csv";"spectra.count.P5838.1.id.csv";"spectra.count.P5838.2.id.csv";"spectra.count.P5839.1.id.csv";"spectra.count.P5839.2.id.csv";"dNSAF.P5838.1.id.csv";"dNSAF.P5838.2.id.csv";"dNSAF.P5839.1.id.csv";"dNSAF.P5839.2.id.csv";"Go.Cc";"norm.sc"
"796";796;"P48735";"P48735";"P48735";"IDHP_HUMAN";"Isocitrate dehydrogenase [NADP], mitochondrial";"IDH2";17;66;0,0013841474263626;10;10;15;13;14;14;22;16;0,00157304144584817;0,00166163488207063;0,00228606256454846;0,00170556042577498;"mitochondrial matrix, mitochondrion, mitochondrial inner membrane";0,00152756561588668
"797";797;"P48739";"P48739-1,P48739-2";"P48739-1,P48739-2";"PIPNB_HUMAN";"Phosphatidylinositol transfer protein beta isoform";"PITPNB";5;16;0,000312403146559588;2;3;3;3;3;4;4;5;NA;NA;NA;NA;"Golgi membrane, endoplasmic reticulum membrane";0,00037031893718465
"800";800;"P49247";"P49247";"P49247";"RPIA_HUMAN";"Ribose-5-phosphate isomerase";"RPIA";2;4;0,000112643866571879;2;2;NA;NA;2;2;NA;NA;0,000307391059914452;0,000310497505753942;NA;NA;"cytosol, intracellular membrane-bounded organelle";9,25797342961626e-05
"806";806;"P49406";"P49406";"P49406";"RM19_HUMAN";"39S ribosomal protein L19, mitochondrial";"MRPL19";3;5;0,000149966791540473;NA;NA;2;3;NA;NA;2;3;NA;NA;0,000301593714734561;0,000451976052378353;"nucleus, nuclear membrane, ribosome, mitochondrion";0,000115724667870203
"817";817;"P49748";"P49748-1,P49748-2";"P49748-1,P49748-2";"ACADV_HUMAN";"Very long-chain specific acyl-CoA dehydrogenase, mitochondrial";"ACADVL";9;17;0,00011365422186365;5;4;4;4;5;4;4;4;NA;NA;NA;NA;"cytoplasm, nucleolus, mitochondrion, mitochondrial matrix, nucleus, mitochondrial inner membrane, mitochondrial nucleoid";0,000393463870758691
"823";823;"P49790";"P49790";"P49790";"NU153_HUMAN";"Nuclear pore complex protein Nup153";"NUP153";1;2;1,18753364419846e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;2,98526660008447e-05;2,98253123829331e-05;"nucleoplasm, nuclear periphery, cytoplasm, nucleolus, nuclear membrane, nuclear pore nuclear basket, nuclear pore, nuclear inclusion body";4,62898671480813e-05
"824";824;"P49792";"P49792";"P49792";"RBP2_HUMAN";"E3 SUMO-protein ligase RanBP2";"RANBP2";6;10;2,7743183441097e-05;5;2;2;1;5;2;2;1;7,89130525069545e-05;3,08878324824821e-05;2,73155597712444e-05;1,36452654357402e-05;"nuclear pore nuclear basket, nuclear pore, mitochondrion, cytosol, nuclear membrane, nuclear inclusion body";0,000231449335740406
"825";825;"P49821";"P49821-1,P49821-2";"P49821-1,P49821-2";"NDUV1_HUMAN";"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial";"NDUFV1";7;13;0,000122688349286128;6;3;2;2;6;3;2;2;NA;NA;NA;NA;"mitochondrial respiratory chain complex I, mitochondrial inner membrane";0,000300884136462528
"832";832;"P50402";"P50402";"P50402";"EMD_HUMAN";"Emerin";"EMD";3;4;0,000137922214582104;2;2;NA;NA;2;2;NA;NA;0,000376372518241711;0,000380176079879827;NA;NA;"endoplasmic reticulum, integral component of membrane, nuclear inner membrane, nuclear membrane, nuclear outer membrane, nuclear envelope, microtubule";9,25797342961626e-05
"833";833;"P50416";"P50416-1,P50416-2";"P50416-1,P50416-2";"CPT1A_HUMAN";"Carnitine O-palmitoyltransferase 1, liver isoform";"CPT1A";12;27;0,000152954486999365;6;6;7;8;6;6;7;8;NA;NA;NA;NA;"mitochondrion, mitochondrial inner membrane, integral component of mitochondrial outer membrane, mitochondrial outer membrane";0,000624913206499097
"840";840;"P50750";"P50750-1,P50750-2";"P50750-1,P50750-2";"CDK9_HUMAN";"Cyclin-dependent kinase 9";"CDK9";1;2;2,5389697155176e-05;0;1;0;1;0;1;0;1;NA;NA;NA;NA;"intracellular membrane-bounded organelle, nucleoplasm, transcription elongation factor complex, nucleus, PML body, cytoplasm, positive transcription elongation factor complex b";4,62898671480813e-05
"857";857;"P51659";"P51659";"P51659";"DHB4_HUMAN";"Peroxisomal multifunctional enzyme type 2";"HSD17B4";14;32;0,000380785244607114;6;7;9;8;6;7;11;8;0,000389668286549163;0,000459207248659193;0,000658097154706122;0,000478177562661156;"peroxisomal matrix, peroxisomal membrane, intracellular membrane-bounded organelle, peroxisome, mitochondrion";0,000740637874369301
"864";864;"P51970";"P51970";"P51970";"NDUA8_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8";"NDUFA8";2;10;0,000509189571276955;1;1;2;2;2;2;3;3;0,000555805928101132;0,000561422815636489;0,00076801190147522;0,000767308181944646;"mitochondrion, mitochondrial respiratory chain complex I, mitochondrial inner membrane, mitochondrial intermembrane space";0,000231449335740406
"878";878;"P52789";"P52789";"P52789";"HXK2_HUMAN";"Hexokinase-2";"HK2";8;10;0,000110788989379693;3;NA;5;2;3;NA;5;2;0,000178716846175531;NA;0,000293444508580944;0,000115138065251454;"cytosol, mitochondrial outer membrane";0,000231449335740406
"884";884;"P53041";"P53041";"P53041";"PPP5_HUMAN";"Serine/threonine-protein phosphatase 5";"PPP5C";3;10;0,000175512236993259;3;3;2;2;3;3;2;2;0,000287370600100385;0,000290274722313054;0,000176483696798581;0,000176321987033372;"membrane, cytosol, nucleus, cytoplasm, neuronal cell body, intracellular membrane-bounded organelle, neuron projection";0,000231449335740406
"887";887;"P53597";"P53597";"P53597";"SUCA_HUMAN";"Succinyl-CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial";"SUCLG1";7;22;0,000556870906853179;6;4;4;6;7;4;4;7;0,000967038059875379;0,000558177597048995;0,000509048350881456;0,000890018353623655;"succinate-CoA ligase complex (GDP-forming), mitochondrion, mitochondrial inner membrane, mitochondrial matrix";0,000509188538628894
"893";893;"P53992";"P53992";"P53992";"SC24C_HUMAN";"Protein transport protein Sec24C";"SEC24C";4;6;4,80332392648828e-05;2;NA;1;3;2;NA;1;3;8,73844786411285e-05;NA;4,02492526062577e-05;0,000120637118185082;"COPII vesicle coat, cytosol, perinuclear region of cytoplasm, Golgi membrane, ER to Golgi transport vesicle membrane, endoplasmic reticulum membrane";0,000138869601444244
"904";904;"P54886";"P54886-1,P54886-2";"P54886-1,P54886-2";"P5CS_HUMAN";"Delta-1-pyrroline-5-carboxylate synthase";"ALDH18A1";10;23;0,000126688927293814;5;5;6;7;5;5;6;7;NA;NA;NA;NA;"mitochondrion, cytoplasm, mitochondrial inner membrane";0,000532333472202935
"910";910;"P55084";"P55084";"P55084";"ECHB_HUMAN";"Trifunctional enzyme subunit beta, mitochondrial";"HADHB";11;34;0,000628215319161948;6;8;7;7;8;10;8;8;0,000806739406188984;0,00101861523512106;0,000743167634620185;0,000742486679575129;"endoplasmic reticulum, mitochondrion, mitochondrial nucleoid, mitochondrial outer membrane, mitochondrial fatty acid beta-oxidation multienzyme complex, mitochondrial inner membrane, mitochondrial envelope";0,000786927741517382
"925";925;"P55957";"P55957-1,P55957-2";"P55957-1,P55957-2";"BID_HUMAN";"BH3-interacting domain death agonist";"BID";2;6;0,000134739394245594;1;1;2;2;1;1;2;2;NA;NA;NA;NA;"integral component of mitochondrial membrane, cytosol, mitochondrion, membrane, mitochondrial outer membrane";0,000138869601444244
"926";926;"P56134";"P56134-1,P56134-2";"P56134-1,P56134-2";"ATPK_HUMAN";"ATP synthase subunit f, mitochondrial";"ATP5J2";2;6;0,000279512573169052;NA;2;2;2;NA;2;2;2;NA;NA;NA;NA;"mitochondrial proton-transporting ATP synthase complex, integral component of membrane, mitochondrial inner membrane, proton-transporting ATP synthase complex, coupling factor F(o)";0,000138869601444244
"927";927;"P56181";"P56181-2";"P56181-2";"NDUV3_HUMAN";"NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial";"NDUFV3";3;4;0,000324372615776431;NA;2;NA;2;NA;2;NA;2;NA;NA;NA;NA;"mitochondrial inner membrane, mitochondrion, mitochondrial respiratory chain complex I";9,25797342961626e-05
"929";929;"P56378";"P56378";"P56378";"68MP_HUMAN";"6.8 kDa mitochondrial proteolipid";"MP68";2;4;0,00060400418110094;2;2;NA;NA;2;2;NA;NA;0,00164825206264473;0,00166490903947373;NA;NA;"integral component of membrane, mitochondrial proton-transporting ATP synthase complex";9,25797342961626e-05
"930";930;"P56385";"P56385";"P56385";"ATP5I_HUMAN";"ATP synthase subunit e, mitochondrial";"ATP5I";3;11;0,00139621256355942;3;3;3;2;3;3;3;2;0,00207823086159554;0,00209923313672774;0,00191446445005417;0,00127514016709642;"mitochondrial proton-transporting ATP synthase complex, mitochondrial inner membrane, mitochondrial proton-transporting ATP synthase complex, coupling factor F(o), mitochondrion";0,000254594269314447
"933";933;"P56556";"P56556";"P56556";"NDUA6_HUMAN";"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6";"NDUFA6";2;4;0,000227482094180873;2;2;NA;NA;2;2;NA;NA;0,000620770257359705;0,000627043664217377;NA;NA;"mitochondrial membrane, mitochondrial inner membrane, mitochondrial respiratory chain complex I";9,25797342961626e-05
"934";934;"P57088";"P57088";"P57088";"TMM33_HUMAN";"Transmembrane protein 33";"TMEM33";4;12;0,000425492823933456;2;2;2;4;2;2;3;5;0,000387038945884189;0,00039095030076711;0,000534809907100153;0,000890533112648307;"integral component of membrane, melanosome";0,000277739202888488
"936";936;"P57737";"P57737-1,P57737-2";"P57737-1,P57737-2";"CORO7_HUMAN";"Coronin-7";"CORO7";11;34;0,000160958952044737;6;8;9;10;6;9;9;10;NA;NA;NA;NA;"cytosol, Golgi membrane, integral component of membrane, cytoplasmic membrane-bounded vesicle, Golgi apparatus";0,000786927741517382
"943";943;"P60468";"P60468";"P60468";"SC61B_HUMAN";"Protein transport protein Sec61 subunit beta";"SEC61B";2;8;0,000729838385496969;2;2;2;2;2;2;2;2;0,000995818954514527;0,00100588254468204;0,000917347548984291;0,00091650699510055;"membrane, integral component of membrane, endoplasmic reticulum Sec complex, endoplasmic reticulum";0,000185159468592325
"944";944;"P60602";"P60602-1,P60602-2";"P60602-1,P60602-2";"ROMO1_HUMAN";"Reactive oxygen species modulator 1";"ROMO1";1;2;0,000110861526910932;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;"mitochondrion, mitochondrial inner membrane, integral component of membrane";4,62898671480813e-05
"955";955;"P61009";"P61009";"P61009";"SPCS3_HUMAN";"Signal peptidase complex subunit 3";"SPCS3";2;3;0,000145967677099394;1;2;NA;NA;1;2;NA;NA;0,000265551721203874;0,000536470690497089;NA;NA;"endoplasmic reticulum, integral component of membrane, signal peptidase complex, endoplasmic reticulum membrane";6,94348007221219e-05
"982";982;"P61758";"P61758";"P61758";"PFD3_HUMAN";"Prefoldin subunit 3";"VBP1";5;12;0,000533485926454637;3;2;3;4;3;2;3;4;0,000727908271320264;0,000490176265428813;0,000670548462201715;0,00089324539624013;"cytoplasm, intracellular membrane-bounded organelle, nucleus, prefoldin complex";0,000277739202888488
"984";984;"P61803";"P61803";"P61803";"DAD1_HUMAN";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1";"DAD1";2;7;0,000542534729041995;1;2;1;2;1;3;1;2;0,000423002741740684;0,00128183262331163;0,000389669755320761;0,000778625411766839;"oligosaccharyltransferase complex, endoplasmic reticulum membrane, integral component of membrane";0,000162014535018284
"1017";1017;"P62424";"P62424";"P62424";"RL7A_HUMAN";"60S ribosomal protein L7a";"RPL7A";15;54;0,00177795215715051;7;9;15;13;9;10;20;15;0,00161726988101607;0,00181512639641872;0,00331072799633428;0,002480770813806;"membrane, cytosol, polysomal ribosome, cytosolic large ribosomal subunit";0,00124982641299819
"1046";1046;"P62942";"P62942";"P62942";"FKB1A_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP1A";"FKBP1A";3;13;0,0010542110012734;1;2;3;3;2;3;4;4;0,000885172404012913;0,00134117672624272;0,00163084008708318;0,00162934576906764;"cytosol, axon, membrane, terminal cisterna, cytoplasm, axon terminus, sarcoplasmic reticulum membrane, Z disc";0,000300884136462528
"1056";1056;"P63165";"P63165";"P63165";"SUMO1_HUMAN";"Small ubiquitin-related modifier 1";"SUMO1";1;1;8,67134715441944e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;0,000435967151992534;NA;"synapse, PML body, nuclear speck, nuclear pore, cytoplasm, dendrite, nuclear membrane, nucleolus, nucleoplasm, nucleus";2,31449335740406e-05
"1062";1062;"P63241";"P63241-1,P63241-2";"P63241-1,P63241-2";"IF5A1_HUMAN";"Eukaryotic translation initiation factor 5A-1";"EIF5A";11;86;0,00244543251244439;10;10;11;11;17;21;23;25;NA;NA;NA;NA;"annulate lamellae, endoplasmic reticulum membrane, nucleus, nuclear pore, cytoplasm, cytosol";0,0019904642873675
"1066";1066;"P67812";"P67812";"P67812";"SC11A_HUMAN";"Signal peptidase complex catalytic subunit SEC11A";"SEC11A";4;14;0,000684987981918943;4;4;3;3;4;4;3;3;0,00106814100149044;0,00107893546692152;0,000737977916501329;0,000737301716728934;"integral component of membrane, endoplasmic reticulum membrane";0,000324029070036569
"1079";1079;"P69849";"P69849,Q15155,Q5JPE7-1,Q5JPE7-2";"P69849,Q15155,Q5JPE7-1,Q5JPE7-2";"NOMO1_HUMAN, NOMO2_HUMAN, NOMO3_HUMAN";"Nodal modulator 1, Nodal modulator 2, Nodal modulator 3";"NOMO1, NOMO2, NOMO3";5;10;1,75935327962307e-05;3;3;2;2;3;3;2;2;5,86734572218052e-05;5,92664019779927e-05;3,60332916131309e-05;3,60002747666337e-05;"integral component of membrane";0,000231449335740406
"1086";1086;"P78406";"P78406";"P78406";"RAE1L_HUMAN";"mRNA export factor";"RAE1";2;3;7,13972333638339e-05;1;NA;2;NA;1;NA;2;NA;0,000129889428849721;NA;0,000239308056256771;NA;"nuclear pore, nuclear envelope, cytoplasm, nucleolus, nucleus, nuclear outer membrane, cytoskeleton";6,94348007221219e-05
"1092";1092;"P82970";"P82970";"P82970";"HMGN5_HUMAN";"High mobility group nucleosome-binding domain-containing protein 5";"HMGN5";6;22;0,00068325295663546;5;5;5;4;6;5;6;5;0,00101700659184462;0,000856070250793228;0,000936865581941403;0,000780005953277064;"chromatin, nucleolus, intracellular membrane-bounded organelle, nucleus, nucleoplasm";0,000509188538628894
"1093";1093;"P82979";"P82979";"P82979";"SARNP_HUMAN";"SAP domain-containing ribonucleoprotein";"SARNP";5;14;0,000583870708397575;3;4;4;3;3;4;4;3;0,000682847283095676;0,000919664040852153;0,000838717759071352;0,00062846193949752;"nuclear speck, transcription export complex, nucleus, intracellular membrane-bounded organelle";0,000324029070036569
"1105";1105;"P99999";"P99999";"P99999";"CYC_HUMAN";"Cytochrome c";"CYCS";4;12;0,00100092121439584;2;2;3;3;2;2;4;4;0,000910463044127568;0,000919664040852153;0,0016774355181427;0,00167589850532672;"respiratory chain, nucleus, mitochondrion, cytosol, mitochondrial inner membrane, mitochondrial intermembrane space, protein phosphatase type 2A complex";0,000277739202888488
"1106";1106;"Q00005";"Q00005-1,Q00005-2,Q00005-3,Q00005-4,Q00005-5";"Q00005-1,Q00005-2,Q00005-3,Q00005-4,Q00005-5";"2ABB_HUMAN";"Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B beta isoform";"PPP2R2B";1;1;5,53556879293412e-06;1;0;NA;0;1;0;NA;0;NA;NA;NA;NA;"protein phosphatase type 2A complex, mitochondrial outer membrane, cytoskeleton, mitochondrion";2,31449335740406e-05
"1113";1113;"Q00688";"Q00688";"Q00688";"FKBP3_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP3";"FKBP3";9;32;0,0012511515179948;6;6;7;8;8;7;9;8;0,00170711820773919;0,00150882381702306;0,00176917027304113;0,0015711548487438;"nucleus, membrane";0,000740637874369301
"1129";1129;"Q02218";"Q02218-1,Q02218-2";"Q02218-1,Q02218-2";"ODO1_HUMAN";"2-oxoglutarate dehydrogenase, mitochondrial";"OGDH";4;10;4,28057704103794e-05;3;NA;2;3;3;NA;3;4;NA;NA;NA;NA;"mitochondrial membrane, mitochondrial matrix, mitochondrion, oxoglutarate dehydrogenase complex";0,000231449335740406
"1157";1157;"Q07666";"Q07666-1,Q07666-2";"Q07666-1,Q07666-2";"KHDR1_HUMAN";"KH domain-containing, RNA-binding, signal transduction-associated protein 1";"KHDRBS1";7;31;0,000306433272465996;7;5;5;6;8;7;7;9;NA;NA;NA;NA;"cytoplasm, Grb2-Sos complex, membrane, nucleus";0,00071749294079526
"1163";1163;"Q08209";"Q08209-1,Q08209-2,Q08209-3";"Q08209-1,Q08209-2,Q08209-3";"PP2BA_HUMAN";"Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform";"PPP3CA";2;6;4,48269257886814e-05;1;1;2;2;1;1;2;2;NA;NA;NA;NA;"membrane, Z disc, calcineurin complex, cytoplasm, nucleus, mitochondrion, cytosol, nucleoplasm";0,000138869601444244
"1173";1173;"Q10567";"Q10567-1,Q10567-2,Q10567-3";"Q10567-1,Q10567-2,Q10567-3";"AP1B1_HUMAN";"AP-1 complex subunit beta-1";"AP1B1";4;15;0,000116573376420125;3;2;3;3;4;2;5;4;NA;NA;NA;NA;"clathrin adaptor complex, clathrin-coated vesicle membrane, cytosol, cytoplasmic vesicle membrane, lysosomal membrane, Golgi membrane, trans-Golgi network membrane";0,00034717400361061
"1176";1176;"Q12765";"Q12765-1,Q12765-2";"Q12765-1,Q12765-2";"SCRN1_HUMAN";"Secernin-1";"SCRN1";2;7;7,40415753402722e-05;2;1;2;1;2;1;3;1;NA;NA;NA;NA;"nucleus, cytoplasm, nuclear membrane";0,000162014535018284
"1179";1179;"Q12840";"Q12840";"Q12840";"KIF5A_HUMAN";"Kinesin heavy chain isoform 5A";"KIF5A";1;1;1,17396484488854e-05;1;0;0;0;1;0;0;0;5,95506351536927e-05;0;0;0;"microtubule, kinesin complex, perinuclear region of cytoplasm, membrane, cytosol";2,31449335740406e-05
"1186";1186;"Q12931";"Q12931";"Q12931";"TRAP1_HUMAN";"Heat shock protein 75 kDa, mitochondrial";"TRAP1";16;53;0,000662655911911935;11;12;12;11;13;14;14;12;0,000882657709683331;0,000969667151534174;0,000875649933121368;0,000757680498790511;"mitochondrion, nucleus, mitochondrial inner membrane, mitochondrial matrix";0,00122668147942415
"1201";1201;"Q13185";"Q13185";"Q13185";"CBX3_HUMAN";"Chromobox protein homolog 3";"CBX3";5;9;0,000430724293080178;5;4;NA;NA;5;4;NA;NA;0,00130599207149446;0,00105535217802706;NA;NA;"condensed chromosome, centromeric region, nuclear euchromatin, chromatin, nuclear heterochromatin, nuclear envelope, nucleus, nuclear inner membrane, nuclear centromeric heterochromatin, spindle";0,000208304402166366
"1208";1208;"Q13330";"Q13330-1,Q13330-2,Q13330-3";"Q13330-1,Q13330-2,Q13330-3";"MTA1_HUMAN";"Metastasis-associated protein MTA1";"MTA1";1;1;4,08301194683619e-06;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;"intracellular membrane-bounded organelle, endoplasmic reticulum, NuRD complex, cytoplasm, nucleus";2,31449335740406e-05
"1214";1214;"Q13423";"Q13423";"Q13423";"NNTM_HUMAN";"NAD(P) transhydrogenase, mitochondrial";"NNT";21;68;0,000548386853191093;15;14;14;13;17;18;16;17;0,000748239656430805;0,000800260146045382;0,000648731968342482;0,000688646139965054;"mitochondrial respiratory chain, mitochondrial inner membrane, integral component of membrane, mitochondrion";0,00157385548303476
"1218";1218;"Q13439";"Q13439-1,Q13439-3,Q13439-4";"Q13439-1,Q13439-3,Q13439-4";"GOGA4_HUMAN";"Golgin subfamily A member 4";"GOLGA4";2;4;5,23650859549395e-06;NA;NA;2;2;NA;NA;2;2;NA;NA;NA;NA;"Golgi membrane, intracellular membrane-bounded organelle, cytoplasm, nucleus, Golgi apparatus, trans-Golgi network";9,25797342961626e-05
"1220";1220;"Q13492";"Q13492-1,Q13492-2,Q13492-3,Q13492-5";"Q13492-1,Q13492-2,Q13492-3,Q13492-5";"PICAL_HUMAN";"Phosphatidylinositol-binding clathrin assembly protein";"PICALM";2;3;1,00744562415226e-05;1;NA;1;1;1;NA;1;1;NA;NA;NA;NA;"postsynaptic membrane, Golgi apparatus, coated pit, intracellular membrane-bounded organelle, clathrin-coated vesicle, perinuclear region of cytoplasm, nucleus, presynaptic membrane, clathrin coat";6,94348007221219e-05
"1230";1230;"Q13595";"Q13595-1";"Q13595-1";"TRA2A_HUMAN";"Transformer-2 protein homolog alpha";"TRA2A";2;7;0,000217398668020374;1;2;1;1;1;3;2;1;NA;NA;NA;NA;"nucleolus, nucleus, intracellular membrane-bounded organelle";0,000162014535018284
"1231";1231;"Q13596";"Q13596-1,Q13596-2";"Q13596-1,Q13596-2";"SNX1_HUMAN";"Sorting nexin-1";"SNX1";4;10;9,71351753232506e-05;3;2;3;1;4;2;3;1;NA;NA;NA;NA;"Golgi apparatus, retromer complex, cytosol, intracellular membrane-bounded organelle, cytoplasm, early endosome membrane, endosome membrane";0,000231449335740406
"1252";1252;"Q14165";"Q14165";"Q14165";"MLEC_HUMAN";"Malectin";"MLEC";1;4;0,000119973433232378;1;1;1;NA;1;2;1;NA;0,000163696266495539;0,000330701110580398;0,000150796857367281;NA;"integral component of membrane, endoplasmic reticulum membrane, endoplasmic reticulum";9,25797342961626e-05
"1258";1258;"Q14318";"Q14318-1,Q14318-2";"Q14318-1,Q14318-2";"FKBP8_HUMAN";"Peptidyl-prolyl cis-trans isomerase FKBP8";"FKBP8";4;11;0,000116915857870874;4;3;1;2;4;3;2;2;NA;NA;NA;NA;"integral component of endoplasmic reticulum membrane, mitochondrial membrane, mitochondrial envelope";0,000254594269314447
"1263";1263;"Q14677";"Q14677-1,Q14677-2,Q14677-3";"Q14677-1,Q14677-2,Q14677-3";"EPN4_HUMAN";"Clathrin interactor 1";"CLINT1";5;10;4,6709656671806e-05;4;NA;3;2;5;NA;3;2;NA;NA;NA;NA;"perinuclear region of cytoplasm, clathrin-coated vesicle, nucleus, cytosol, membrane, intracellular membrane-bounded organelle, Golgi apparatus";0,000231449335740406
"1269";1269;"Q14739";"Q14739";"Q14739";"LBR_HUMAN";"Lamin-B receptor";"LBR";8;27;0,000384500222603281;6;6;5;6;7;7;6;7;0,000544057184905498;0,000549555341484823;0,000429587144890204;0,000500725772932983;"nuclear membrane, integral component of nuclear inner membrane, mitochondrion, nuclear envelope, integral component of membrane";0,000624913206499097
"1274";1274;"Q14980";"Q14980-2";"Q14980-2";"NUMA1_HUMAN";"Nuclear mitotic apparatus protein 1";"NUMA1";25;47;0,000194623569465858;12;10;12;9;13;11;13;10;NA;NA;NA;NA;"Golgi membrane, dendrite, neuronal cell body, nuclear matrix, nucleus, apical part of cell, spindle, nucleoplasm, cytoplasm, chromosome, spindle pole, spindle microtubule, cytosol";0,00108781187797991
"1275";1275;"Q14C86";"Q14C86-1,Q14C86-2,Q14C86-3,Q14C86-4,Q14C86-5,Q14C86-6";"Q14C86-1,Q14C86-2,Q14C86-3,Q14C86-4,Q14C86-5,Q14C86-6";"GAPD1_HUMAN";"GTPase-activating protein and VPS9 domain-containing protein 1";"GAPVD1";1;2;1,97520537346947e-06;NA;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;"endosome, cytosol, membrane";4,62898671480813e-05
"1278";1278;"Q15005";"Q15005";"Q15005";"SPCS2_HUMAN";"Signal peptidase complex subunit 2";"SPCS2";7;19;0,000736297132271279;6;4;5;3;6;5;5;3;0,00126900822522205;0,00106819385275969;0,000974174388301902;0,000583969058825129;"endoplasmic reticulum membrane, integral component of membrane, signal peptidase complex";0,000439753737906772
"1279";1279;"Q15006";"Q15006";"Q15006";"EMC2_HUMAN";"ER membrane protein complex subunit 2";"EMC2";3;3;8,84652588481175e-05;NA;1;2;NA;NA;1;2;NA;NA;0,000162566875908209;0,00029651637946967;NA;"mitochondrion, nucleus, endoplasmic reticulum, ER membrane protein complex, cytoplasm";6,94348007221219e-05
"1285";1285;"Q15041";"Q15041";"Q15041";"AR6P1_HUMAN";"ADP-ribosylation factor-like protein 6-interacting protein 1";"ARL6IP1";2;3;0,000129429467378773;1;NA;2;NA;1;NA;2;NA;0,000235464580377819;NA;0,000433819530554147;NA;"integral component of membrane, Sec61 translocon complex, cytosol";6,94348007221219e-05
"1293";1293;"Q15154";"Q15154-1,Q15154-2";"Q15154-1,Q15154-2";"PCM1_HUMAN";"Pericentriolar material 1 protein";"PCM1";2;4;8,65421010470714e-06;NA;2;1;1;NA;2;1;1;NA;NA;NA;NA;"cytoplasm, pericentriolar material, nuclear membrane, centrosome, cytosol, centriolar satellite";9,25797342961626e-05
"1301";1301;"Q15363";"Q15363";"Q15363";"TMED2_HUMAN";"Transmembrane emp24 domain-containing protein 2";"TMED2";4;16;0,000697159054803075;4;3;3;4;4;3;4;5;0,000951230046103429;0,000720632270816986;0,000876272285596934;0,00109433671056782;"Golgi apparatus, endoplasmic reticulum membrane, intracellular membrane-bounded organelle, zymogen granule membrane, endoplasmic reticulum, COPI-coated vesicle membrane, endoplasmic reticulum-Golgi intermediate compartment membrane, COPI-coated vesicle, Golgi cisterna membrane, integral component of membrane, endoplasmic reticulum-Golgi intermediate compartment";0,00037031893718465
"1307";1307;"Q15388";"Q15388";"Q15388";"TOM20_HUMAN";"Mitochondrial import receptor subunit TOM20 homolog";"TOMM20";2;6;0,000362402508660564;1;1;2;2;1;1;2;2;0,000329650412528947;0,000332981807894745;0,000607347342775806;0,000606790838135536;"integral component of membrane, mitochondrial outer membrane translocase complex, mitochondrion";0,000138869601444244
"1308";1308;"Q15392";"Q15392";"Q15392";"DHC24_HUMAN";"Delta(24)-sterol reductase";"DHCR24";3;7;0,000118810899964623;3;3;NA;1;3;3;NA;1;0,000277902964050566;0,000280711407818244;NA;8,52564646605163e-05;"integral component of membrane, endoplasmic reticulum, cytosol, nucleus, cytoskeleton, Golgi membrane, endoplasmic reticulum membrane";0,000162014535018284
"1316";1316;"Q15436";"Q15436";"Q15436";"SC23A_HUMAN";"Protein transport protein Sec23A";"SEC23A";4;11;0,0001539179863096;3;2;3;3;3;2;3;3;0,000234310342238712;0,000168304530352028;0,000215846482113951;0,000197164530038438;"endoplasmic reticulum, Golgi membrane, COPII vesicle coat, cytosol, endoplasmic reticulum membrane, ER to Golgi transport vesicle membrane, perinuclear region of cytoplasm, smooth endoplasmic reticulum membrane";0,000254594269314447
"1317";1317;"Q15437";"Q15437";"Q15437";"SC23B_HUMAN";"Protein transport protein Sec23B";"SEC23B";2;7;9,76924044906851e-05;1;1;1;2;1;1;1;4;7,789978783686e-05;8,39328329330518e-05;7,17612163481844e-05;0,00026220054842139;"intracellular membrane-bounded organelle, COPII vesicle coat, Golgi membrane, endoplasmic reticulum membrane, membrane, perinuclear region of cytoplasm, endoplasmic reticulum-Golgi intermediate compartment membrane";0,000162014535018284
"1325";1325;"Q15691";"Q15691";"Q15691";"MARE1_HUMAN";"Microtubule-associated protein RP/EB family member 1";"MAPRE1";6;20;0,000673392268843879;4;4;2;3;5;5;4;6;0,000891778168221965;0,000900790338521232;0,000751090530511658;0,000984903039511038;"Golgi apparatus, microtubule, cortical microtubule cytoskeleton, cytoplasm, centrosome, microtubule plus-end, cytosol, cell projection membrane, cytoplasmic microtubule";0,000462898671480813
