"";"X";"protein.acs";"X.1";"protein.g";"ID";"Description";"Gene";"global.peptide.count";"global.spectra.count";"global.dNSAF";"peptide.count.P5838.1.id.csv";"peptide.count.P5838.2.id.csv";"peptide.count.P5839.1.id.csv";"peptide.count.P5839.2.id.csv";"spectra.count.P5838.1.id.csv";"spectra.count.P5838.2.id.csv";"spectra.count.P5839.1.id.csv";"spectra.count.P5839.2.id.csv";"dNSAF.P5838.1.id.csv";"dNSAF.P5838.2.id.csv";"dNSAF.P5839.1.id.csv";"dNSAF.P5839.2.id.csv";"Go.Cc";"norm.sc"
"1128";1128;"Q02083";"Q02083-1,Q02083-2,Q02083-3";"Q02083-1,Q02083-2,Q02083-3";"NAAA_HUMAN";"N-acylethanolamine-hydrolyzing acid amidase";"NAAA";2;2;1,62638080333586e-05;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;"cytoplasm, lysosome";4,62898671480813e-05
"1130";1130;"Q02252";"Q02252";"Q02252";"MMSA_HUMAN";"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial";"ALDH6A1";1;2;3,27404135550042e-05;NA;NA;1;1;NA;NA;1;1;NA;NA;8,23040791612074e-05;8,22286649809839e-05;"mitochondrial matrix, nucleus, mitochondrion";4,62898671480813e-05
"1131";1131;"Q02543";"Q02543";"Q02543";"RL18A_HUMAN";"60S ribosomal protein L18a";"RPL18A";10;34;0,00169189807547025;9;9;7;7;9;9;9;7;0,00244428288835384;0,00246898442785592;0,0022516712565978;0,00174969517246469;"cytosol, cytosolic large ribosomal subunit";0,000786927741517382
"1134";1134;"Q02878";"Q02878";"Q02878";"RL6_HUMAN";"60S ribosomal protein L6";"RPL6";15;62;0,0018854158292005;13;12;13;14;16;15;15;16;0,00265551721203874;0,00251470636170511;0,00229336887246073;0,00244401865360147;"cytosolic large ribosomal subunit, cytosol";0,00143498588159052
"1136";1136;"Q03936";"Q03936-1,Q03936-2,Q03936-3";"Q03936-1,Q03936-2,Q03936-3";"ZNF92_HUMAN";"Zinc finger protein 92";"ZNF92";1;3;1,49454959487434e-05;NA;NA;1;1;NA;NA;2;1;NA;NA;NA;NA;"nucleus";6,94348007221219e-05
"1137";1137;"Q04323";"Q04323-1,Q04323-2";"Q04323-1,Q04323-2";"UBXN1_HUMAN";"UBX domain-containing protein 1";"UBXN1";1;5;7,37210490400979e-05;1;1;1;1;1;2;1;1;NA;NA;NA;NA;"Cdc48p-Npl4p-Ufd1p AAA ATPase complex, dendrite, cytoplasm, neuronal cell body, nucleus";0,000115724667870203
"1139";1139;"Q04637";"Q04637-1,Q04637-3,Q04637-4,Q04637-5";"Q04637-1,Q04637-3,Q04637-4,Q04637-5";"IF4G1_HUMAN";"Eukaryotic translation initiation factor 4 gamma 1";"EIF4G1";24;71;0,000114774198886653;19;18;12;13;23;19;14;15;NA;NA;NA;NA;"cytosol, eukaryotic translation initiation factor 4F complex";0,00164329028375689
"1145";1145;"Q05519";"Q05519-1,Q05519-2";"Q05519-1,Q05519-2";"SRS11_HUMAN";"Serine/arginine-rich splicing factor 11";"SRSF11";4;8;7,23806663302779e-05;NA;2;4;2;NA;2;4;2;NA;NA;NA;NA;"nucleus, nucleoplasm";0,000185159468592325
"1146";1146;"Q05639";"Q05639";"Q05639";"EF1A2_HUMAN";"Elongation factor 1-alpha 2";"EEF1A2";1;1;3,76916775999395e-05;0;0;1;0;0;0;1;0;0;0;0,000192583545920676;0;"eukaryotic translation elongation factor 1 complex, neuronal cell body, nucleus";2,31449335740406e-05
"1147";1147;"Q06124";"Q06124-1,Q06124-2";"Q06124-1,Q06124-2";"PTN11_HUMAN";"Tyrosine-protein phosphatase non-receptor type 11";"PTPN11";5;10;7,33505915072331e-05;NA;2;2;4;NA;3;2;5;NA;NA;NA;NA;"mitochondrion, cytoplasm, cytosol, nucleus, protein complex";0,000231449335740406
"1149";1149;"Q06203";"Q06203";"Q06203";"PUR1_HUMAN";"Amidophosphoribosyltransferase";"PPAT";7;17;0,000287982651143872;4;6;3;4;4;6;3;4;0,00036982057885259;0,000560336891428294;0,000255508795074928;0,000340366234157264;"cytosol";0,000393463870758691
"1150";1150;"Q06265";"Q06265-1,Q06265-2,Q06265-3,Q06265-4";"Q06265-1,Q06265-2,Q06265-3,Q06265-4";"EXOS9_HUMAN";"Exosome complex component RRP45";"EXOSC9";2;2;9,97501210246427e-06;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;"intermediate filament cytoskeleton, nucleolus, nuclear exosome (RNase complex), cytoplasm, nucleus, exosome (RNase complex), cytosol";4,62898671480813e-05
"1152";1152;"Q06787";"Q06787-1,Q06787-2,Q06787-3,Q06787-4,Q06787-5,Q06787-6,Q06787-7,Q06787-8";"Q06787-1,Q06787-2,Q06787-3,Q06787-4,Q06787-5,Q06787-6,Q06787-7,Q06787-8";"FMR1_HUMAN";"Fragile X mental retardation protein 1";"FMR1";3;4;6,92884543193325e-06;NA;NA;2;2;NA;NA;2;2;NA;NA;NA;NA;"synapse, nucleolus, dendritic shaft, dendritic spine, nucleoplasm, neuronal ribonucleoprotein granule, mRNA cap binding complex, cytoplasm, cytoplasmic stress granule";9,25797342961626e-05
"1154";1154;"Q07020";"Q07020";"Q07020";"RL18_HUMAN";"60S ribosomal protein L18";"RPL18";7;44;0,00204975886990638;6;6;6;6;9;11;11;13;0,0022882648316504;0,00282503182761765;0,00257638035033886;0,00304202321778055;"cytosol, cytoplasm, nucleolus, cytosolic large ribosomal subunit";0,00101837707725779
"1159";1159;"Q07866";"Q07866-1,Q07866-2,Q07866-3,Q07866-4,Q07866-5,Q07866-6,Q07866-7,Q07866-8,Q07866-9";"Q07866-1,Q07866-2,Q07866-3,Q07866-4,Q07866-5,Q07866-6,Q07866-7,Q07866-8,Q07866-9";"KLC1_HUMAN";"Kinesin light chain 1";"KLC1";1;2;3,39657189294692e-06;NA;NA;1;NA;NA;NA;2;NA;NA;NA;NA;NA;"ciliary rootlet, cytosol, cytoplasmic vesicle, axon, microtubule, kinesin complex";4,62898671480813e-05
"1160";1160;"Q07955";"Q07955-1";"Q07955-1";"SRSF1_HUMAN";"Serine/arginine-rich splicing factor 1";"SRSF1";12;41;0,00144790518413108;10;9;9;8;12;11;10;8;NA;NA;NA;NA;"nucleoplasm, cytoplasm, catalytic step 2 spliceosome, nucleus, nuclear speck";0,000948942276535666
"1162";1162;"Q08170";"Q08170";"Q08170";"SRSF4_HUMAN";"Serine/arginine-rich splicing factor 4";"SRSF4";2;8;0,00035457735327788;2;2;2;2;2;2;2;2;0,000483798682355236;0,000456108684228295;0,000534809907100153;0,000415582119235877;"nucleoplasm, nucleus, nuclear speck";0,000185159468592325
"1164";1164;"Q08211";"Q08211-1";"Q08211-1";"DHX9_HUMAN";"ATP-dependent RNA helicase A";"DHX9";30;100;0,000689611072910522;23;23;22;20;25;26;25;24;NA;NA;NA;NA;"CRD-mediated mRNA stability complex, cytosol, nucleus, nucleoplasm, nucleolus, ribonucleoprotein complex, cytoplasm, centrosome";0,00231449335740406
"1166";1166;"Q08945";"Q08945";"Q08945";"SSRP1_HUMAN";"FACT complex subunit SSRP1";"SSRP1";4;10;0,000123526948180023;4;3;3;NA;4;3;3;NA;0,000269671705594907;0,000204297724166734;0,000186316004307106;NA;"nucleoplasm, nucleolus, nucleus, chromosome, cytoplasm";0,000231449335740406
"1167";1167;"Q08J23";"Q08J23-1";"Q08J23-1";"NSUN2_HUMAN";"tRNA (cytosine(34)-C(5))-methyltransferase";"NSUN2";8;21;0,000239790447386227;3;6;5;5;3;8;5;5;NA;NA;NA;NA;"nucleolus, cytoplasm, nucleus, spindle";0,000486043605054854
"1168";1168;"Q09028";"Q09028-1,Q09028-2,Q09028-3";"Q09028-1,Q09028-2,Q09028-3";"RBBP4_HUMAN";"Histone-binding protein RBBP4";"RBBP4";3;16;0,000214153270208107;3;2;2;2;5;4;4;3;NA;NA;NA;NA;"nucleoplasm, nucleus, NURF complex, CAF-1 complex, NuRD complex, Sin3 complex, ESC/E(Z) complex";0,00037031893718465
"1171";1171;"Q0VDD8";"Q0VDD8-4";"Q0VDD8-4";"DYH14_HUMAN";"Dynein heavy chain 14, axonemal";"DNAH14";2;2;4,99461683830261e-06;NA;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;"cytoplasm, dynein complex, microtubule, cilium";4,62898671480813e-05
"1172";1172;"Q0VDF9";"Q0VDF9";"Q0VDF9";"HSP7E_HUMAN";"Heat shock 70 kDa protein 14";"HSPA14";1;2;3,44128118898374e-05;1;1;NA;NA;1;1;NA;NA;9,39082707597197e-05;9,48572930152024e-05;NA;NA;"cytosol";4,62898671480813e-05
"1174";1174;"Q10570";"Q10570";"Q10570";"CPSF1_HUMAN";"Cleavage and polyadenylation specificity factor subunit 1";"CPSF1";1;1;6,06934208313488e-06;1;NA;NA;NA;1;NA;NA;NA;3,31249548279261e-05;NA;NA;NA;"nucleoplasm, mRNA cleavage and polyadenylation specificity factor complex";2,31449335740406e-05
"1177";1177;"Q12789";"Q12789-2,Q12789-3";"Q12789-2,Q12789-3";"TF3C1_HUMAN";"General transcription factor 3C polypeptide 1";"GTF3C1";1;4;8,30541548218457e-06;1;1;1;1;1;1;1;1;NA;NA;NA;NA;"nucleolus, nucleus, nucleoplasm, ribonucleoprotein complex, transcription factor TFIIIC complex";9,25797342961626e-05
"1180";1180;"Q12873";"Q12873-1,Q12873-2";"Q12873-1,Q12873-2";"CHD3_HUMAN";"Chromodomain-helicase-DNA-binding protein 3";"CHD3";1;1;2,49151724704138e-06;0;1;0;0;0;1;0;0;NA;NA;NA;NA;"centrosome, intermediate filament cytoskeleton, cytoplasm, nucleolus, NuRD complex, nucleus";2,31449335740406e-05
"1181";1181;"Q12874";"Q12874";"Q12874";"SF3A3_HUMAN";"Splicing factor 3A subunit 3";"SF3A3";8;24;0,000419547814417419;8;6;3;4;9;6;4;5;0,000858670236228095;0,000578231881972911;0,000351558342125716;0,000439045267114036;"spliceosomal complex, nucleoplasm, nucleus, catalytic step 2 spliceosome, nuclear speck";0,000555478405776975
"1183";1183;"Q12905";"Q12905";"Q12905";"ILF2_HUMAN";"Interleukin enhancer-binding factor 2";"ILF2";10;56;0,00125756767962555;9;9;10;10;13;14;16;13;0,00159331032722324;0,00173321300006752;0,0018064690195383;0,00146641119216088;"ribonucleoprotein complex, nucleus, cytoplasm, nucleolus";0,00129611628014628
"1184";1184;"Q12906";"Q12906-1,Q12906-2,Q12906-3,Q12906-4,Q12906-5,Q12906-6";"Q12906-1,Q12906-2,Q12906-3,Q12906-4,Q12906-5,Q12906-6";"ILF3_HUMAN";"Interleukin enhancer-binding factor 3";"ILF3";19;60;0,000115630682706088;11;12;12;16;11;14;15;20;NA;NA;NA;NA;"nucleus, nucleolus, mitochondrion, cytoplasm, ribonucleoprotein complex";0,00138869601444244
"1187";1187;"Q12972";"Q12972-1";"Q12972-1";"PP1R8_HUMAN";"Nuclear inhibitor of protein phosphatase 1";"PPP1R8";3;9;0,00022456565707599;1;1;3;3;1;1;4;3;NA;NA;NA;NA;"spliceosomal complex, nucleus, nuclear speck, cytoplasm";0,000208304402166366
"1189";1189;"Q12996";"Q12996-1";"Q12996-1";"CSTF3_HUMAN";"Cleavage stimulation factor subunit 3";"CSTF3";1;1;1,22148683765183e-05;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;"nucleoplasm, nucleus";2,31449335740406e-05
"1191";1191;"Q13043";"Q13043-1";"Q13043-1";"STK4_HUMAN";"Serine/threonine-protein kinase 4";"STK4";3;9;0,00016185327645518;2;2;3;2;2;2;3;2;NA;NA;NA;NA;"cytosol, cytoplasm, nucleus";0,000208304402166366
"1192";1192;"Q13085";"Q13085-1,Q13085-2,Q13085-3,Q13085-4";"Q13085-1,Q13085-2,Q13085-3,Q13085-4";"ACACA_HUMAN";"Acetyl-CoA carboxylase 1";"ACACA";2;2;1,86659433630938e-06;2;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;"mitochondrion, cytosol";4,62898671480813e-05
"1193";1193;"Q13094";"Q13094";"Q13094";"LCP2_HUMAN";"Lymphocyte cytosolic protein 2";"LCP2";6;16;0,000262906135113355;3;3;3;3;5;4;4;3;0,000448398778768268;0,000362344181198785;0,000330451649915542;0,000247611645955871;"cytosol";0,00037031893718465
"1195";1195;"Q13144";"Q13144";"Q13144";"EI2BE_HUMAN";"Translation initiation factor eIF-2B subunit epsilon";"EIF2B5";3;4;4,85884084658176e-05;2;NA;2;NA;2;NA;2;NA;0,000132591705455471;NA;0,000122143362971556;NA;"cytosol, nucleus, eukaryotic translation initiation factor 2B complex, cytoplasm";9,25797342961626e-05
"1196";1196;"Q13148";"Q13148-1,Q13148-2";"Q13148-1,Q13148-2";"TADBP_HUMAN";"TAR DNA-binding protein 43";"TARDBP";3;10;0,000105773679057532;3;3;2;2;3;3;2;2;NA;NA;NA;NA;"nucleus";0,000231449335740406
"1197";1197;"Q13151";"Q13151";"Q13151";"ROA0_HUMAN";"Heterogeneous nuclear ribonucleoprotein A0";"HNRNPA0";4;18;0,00053116046464634;4;3;4;3;5;5;4;4;0,000811580787285844;0,000806448362454641;0,000598865868043661;0,000587632900319478;"nucleus, nucleoplasm, ribonucleoprotein complex";0,000416608804332732
"1198";1198;"Q13155";"Q13155";"Q13155";"AIMP2_HUMAN";"Aminoacyl tRNA synthase complex-interacting multifunctional protein 2";"AIMP2";5;15;0,000410534091842045;4;4;3;3;4;5;3;3;0,000597491372708716;0,000754411908511532;0,000412806397042931;0,000412428147795247;"nucleus, cytosol";0,00034717400361061
"1203";1203;"Q13242";"Q13242";"Q13242";"SRSF9_HUMAN";"Serine/arginine-rich splicing factor 9";"SRSF9";2;2;7,92584672032908e-05;2;NA;NA;NA;2;NA;NA;NA;0,000432572939517623;NA;NA;NA;"nucleolus, nucleus, nucleoplasm";4,62898671480813e-05
"1204";1204;"Q13247";"Q13247-1,Q13247-3";"Q13247-1,Q13247-3";"SRSF6_HUMAN";"Serine/arginine-rich splicing factor 6";"SRSF6";1;2;6,36486964096194e-05;0;1;0;1;0;1;0;1;NA;NA;NA;NA;"nucleus, nuclear speck, nucleoplasm";4,62898671480813e-05
"1205";1205;"Q13263";"Q13263-1";"Q13263-1";"TIF1B_HUMAN";"Transcription intermediary factor 1-beta";"TRIM28";15;74;0,000776163456672226;14;14;14;14;17;17;19;21;NA;NA;NA;NA;"nucleus, nuclear euchromatin, nuclear heterochromatin, nucleoplasm";0,00171272508447901
"1207";1207;"Q13310";"Q13310-1,Q13310-2,Q13310-3";"Q13310-1,Q13310-2,Q13310-3";"PABP4_HUMAN";"Polyadenylate-binding protein 4";"PABPC4";7;15;9,03762447643467e-05;2;3;4;4;2;3;6;4;NA;NA;NA;NA;"cytoplasm, cytoplasmic stress granule, nucleus, ribonucleoprotein complex";0,00034717400361061
"1211";1211;"Q13405";"Q13405";"Q13405";"RM49_HUMAN";"39S ribosomal protein L49, mitochondrial";"MRPL49";1;2;0,000105518802722453;NA;NA;1;1;NA;NA;1;1;NA;NA;0,000265257122597867;0,000265014070872448;"mitochondrial ribosome";4,62898671480813e-05
"1212";1212;"Q13409";"Q13409-1,Q13409-2,Q13409-3,Q13409-5,Q13409-6";"Q13409-1,Q13409-2,Q13409-3,Q13409-5,Q13409-6";"DC1I2_HUMAN";"Cytoplasmic dynein 1 intermediate chain 2";"DYNC1I2";7;22;6,0400418110094e-05;5;5;6;4;5;6;6;5;NA;NA;NA;NA;"microtubule, centrosome, cytoplasmic dynein complex, vesicle, cytosol, cytoplasm";0,000509188538628894
"1215";1215;"Q13427";"Q13427-1";"Q13427-1";"PPIG_HUMAN";"Peptidyl-prolyl cis-trans isomerase G";"PPIG";1;2;2,32309300423438e-05;1;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA;"nucleus, cytoplasm, nucleoplasm, nuclear speck, nuclear matrix";4,62898671480813e-05
"1216";1216;"Q13428";"Q13428-1,Q13428-2,Q13428-3,Q13428-4,Q13428-6,Q13428-7,Q13428-8";"Q13428-1,Q13428-2,Q13428-3,Q13428-4,Q13428-6,Q13428-7,Q13428-8";"TCOF_HUMAN";"Treacle protein";"TCOF1";11;26;2,18615184595866e-05;4;4;10;8;4;4;10;8;NA;NA;NA;NA;"cytoplasm, nucleolus, nucleus";0,000601768272925057
"1217";1217;"Q13435";"Q13435";"Q13435";"SF3B2_HUMAN";"Splicing factor 3B subunit 2";"SF3B2";16;41;0,000401207246552524;9;12;10;10;9;12;10;10;0,000480663450670699;0,000647361280152912;0,000491985277667553;0,000491534477819289;"nucleus, U12-type spliceosomal complex, catalytic step 2 spliceosome, spliceosomal complex, nucleoplasm";0,000948942276535666
"1221";1221;"Q13509";"Q13509";"Q13509";"TBB3_HUMAN";"Tubulin beta-3 chain";"TUBB3";0;0;0;0;0;0;0;0;0;0;0;NA;NA;0;0;"axon, cytoplasm, microtubule";0
"1223";1223;"Q13526";"Q13526";"Q13526";"PIN1_HUMAN";"Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1";"PIN1";1;5;0,000268652166440602;NA;1;1;1;NA;1;2;2;NA;0,000296210810703914;0,000540278311058233;0,000539783260918115;"nucleoplasm, nuclear speck, nucleus, midbody, cytoplasm";0,000115724667870203
"1224";1224;"Q13547";"Q13547";"Q13547";"HDAC1_HUMAN";"Histone deacetylase 1";"HDAC1";4;14;0,00034798142070255;3;2;2;2;4;4;3;3;0,000531904805579997;0,00055523285453937;0,000391517626122519;0,000365081624604368;"Sin3 complex, nucleus, cytosol, NuRD complex, nuclear chromatin, histone deacetylase complex, nucleoplasm, cytoplasm";0,000324029070036569
"1227";1227;"Q13573";"Q13573";"Q13573";"SNW1_HUMAN";"SNW domain-containing protein 1";"SNW1";2;5;8,16983267347353e-05;1;NA;2;2;1;NA;2;2;8,91778168221965e-05;NA;0,000164301053549425;0,000164150506585173;"chromatin, catalytic step 2 spliceosome, spliceosomal complex, nuclear matrix, nucleoplasm, nucleus";0,000115724667870203
"1232";1232;"Q13617";"Q13617-1,Q13617-2";"Q13617-1,Q13617-2";"CUL2_HUMAN";"Cullin-2";"CUL2";1;3;1,83390262771856e-05;1;1;0;1;1;1;0;1;NA;NA;NA;NA;"cytosol, Cul2-RING ubiquitin ligase complex, nucleus, nucleoplasm, VCB complex";6,94348007221219e-05
"1234";1234;"Q13619";"Q13619-1,Q13619-2";"Q13619-1,Q13619-2";"CUL4A_HUMAN";"Cullin-4A";"CUL4A";2;3;4,18286821727512e-05;0;1;1;1;0;1;1;1;NA;NA;NA;NA;"Cul4A-RING ubiquitin ligase complex, Cul4-RING ubiquitin ligase complex";6,94348007221219e-05
"1240";1240;"Q13838";"Q13838-1,Q13838-2";"Q13838-1,Q13838-2";"DX39B_HUMAN";"Spliceosome RNA helicase DDX39B";"DDX39B";7;36;0,000640893595339208;7;6;5;7;13;8;6;9;NA;NA;NA;NA;"nucleus, nuclear speck, spliceosomal complex, transcription export complex, cytoplasm";0,000833217608665463
"1243";1243;"Q13951";"Q13951-2";"Q13951-2";"PEBB_HUMAN";"Core-binding factor subunit beta";"CBFB";3;12;0,000577454546766833;2;3;2;3;3;4;2;3;NA;NA;NA;NA;"nucleus";0,000277739202888488
"1244";1244;"Q14008";"Q14008-1,Q14008-2,Q14008-3";"Q14008-1,Q14008-2,Q14008-3";"CKAP5_HUMAN";"Cytoskeleton-associated protein 5";"CKAP5";13;27;3,87906228512169e-05;5;7;8;6;5;7;8;7;NA;NA;NA;NA;"spindle pole, protein complex, centrosome, cytosol";0,000624913206499097
"1246";1246;"Q14103";"Q14103-2,Q14103-4";"Q14103-2,Q14103-4";"HNRPD_HUMAN";"Heterogeneous nuclear ribonucleoprotein D0";"HNRNPD";1;2;7,96844107581971e-05;0;0;1;1;0;0;1;1;NA;NA;NA;NA;"nucleoplasm, ribonucleoprotein complex, cytosol, nucleus";4,62898671480813e-05
"1247";1247;"Q14103";"Q14103-1,Q14103-3";"Q14103-1,Q14103-3";"HNRPD_HUMAN";"Heterogeneous nuclear ribonucleoprotein D0";"HNRNPD";2;12;0,000478106464549183;1;1;2;2;2;2;4;4;NA;NA;NA;NA;"nucleoplasm, ribonucleoprotein complex, cytosol, nucleus";0,000277739202888488
"1249";1249;"Q14141";"Q14141-1,Q14141-2,Q14141-4";"Q14141-1,Q14141-2,Q14141-4";"SEPT6_HUMAN";"Septin-6";"SEPT6";7;19;0,000244768348168995;6;7;3;3;6;7;3;3;NA;NA;NA;NA;"axon terminus, spindle, cleavage furrow, condensed chromosome kinetochore, septin complex, synaptic vesicle, midbody";0,000439753737906772
"1250";1250;"Q14152";"Q14152";"Q14152";"EIF3A_HUMAN";"Eukaryotic translation initiation factor 3 subunit A";"EIF3A";41;128;0,000811166251898223;29;23;32;29;31;26;36;35;0,00107219870066398;0,000908351241507373;0,00114701632752884;0,00111413296075899;"eukaryotic translation initiation factor 3 complex, nucleolus, eukaryotic 43S preinitiation complex, eukaryotic 48S preinitiation complex, cytosol, nucleus, cytoplasm";0,0029625514974772
"1251";1251;"Q14161";"Q14161-1,Q14161-10,Q14161-11,Q14161-2,Q14161-3,Q14161-4,Q14161-5,Q14161-6,Q14161-7,Q14161-8";"Q14161-1,Q14161-10,Q14161-11,Q14161-2,Q14161-3,Q14161-4,Q14161-5,Q14161-6,Q14161-7,Q14161-8";"GIT2_HUMAN";"ARF GTPase-activating protein GIT2";"GIT2";1;3;3,46168404188286e-06;NA;NA;1;1;NA;NA;1;2;NA;NA;NA;NA;"nucleoplasm";6,94348007221219e-05
"1253";1253;"Q14203";"Q14203-1,Q14203-2";"Q14203-1,Q14203-2";"DCTN1_HUMAN";"Dynactin subunit 1";"DCTN1";3;6;2,0558827760478e-05;NA;2;2;2;NA;2;2;2;NA;NA;NA;NA;"microtubule, kinetochore, dynein complex, cell leading edge, centrosome, spindle pole, cytoplasm, dynactin complex, cytosol";0,000138869601444244
"1256";1256;"Q14258";"Q14258";"Q14258";"TRI25_HUMAN";"E3 ubiquitin/ISG15 ligase TRIM25";"TRIM25";5;13;0,000180721885932583;4;3;3;3;4;3;3;3;0,000303487681375856;0,000229916010213038;0,000209679439767838;0,00020948731316584;"nucleus, cytosol, cytoplasm";0,000300884136462528
"1259";1259;"Q14320";"Q14320";"Q14320";"FA50A_HUMAN";"Protein FAM50A";"FAM50A";2;3;7,75049612917135e-05;2;NA;NA;NA;3;NA;NA;NA;0,000423002741740684;NA;NA;NA;"nucleus";6,94348007221219e-05
"1261";1261;"Q14498";"Q14498-1,Q14498-2,Q14498-3";"Q14498-1,Q14498-2,Q14498-3";"RBM39_HUMAN";"RNA-binding protein 39";"RBM39";7;14;7,71149992223213e-05;3;2;5;4;3;2;5;4;NA;NA;NA;NA;"nucleus, nucleoplasm, nuclear speck, microtubule organizing center, microtubule cytoskeleton";0,000324029070036569
"1262";1262;"Q14566";"Q14566";"Q14566";"MCM6_HUMAN";"DNA replication licensing factor MCM6";"MCM6";27;104;0,00110942546297225;23;22;17;21;29;28;21;26;0,00168840436624144;0,00164665790505806;0,00112629272762018;0,00139317993895918;"MCM complex, nucleoplasm, nucleus";0,00240707309170023
"1264";1264;"Q14683";"Q14683";"Q14683";"SMC1A_HUMAN";"Structural maintenance of chromosomes protein 1A";"SMC1A";3;3;2,13091499415173e-05;1;NA;NA;2;1;NA;NA;2;3,87666746283028e-05;NA;NA;7,13582088642764e-05;"chromosome, centromeric region, meiotic cohesin complex, cohesin core heterodimer, condensed chromosome kinetochore, cytoplasm, nucleoplasm, cytosol, nucleus, kinetochore, chromosome, condensed nuclear chromosome";6,94348007221219e-05
"1265";1265;"Q14694";"Q14694-1,Q14694-2,Q14694-3";"Q14694-1,Q14694-2,Q14694-3";"UBP10_HUMAN";"Ubiquitin carboxyl-terminal hydrolase 10";"USP10";2;4;1,46333510876585e-05;NA;NA;2;2;NA;NA;2;2;NA;NA;NA;NA;"early endosome, intermediate filament cytoskeleton, cytoplasm, nucleus";9,25797342961626e-05
"1268";1268;"Q14738";"Q14738-1,Q14738-2,Q14738-3";"Q14738-1,Q14738-2,Q14738-3";"2A5D_HUMAN";"Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform";"PPP2R5D";1;2;9,69884897670391e-06;NA;1;1;NA;NA;1;1;NA;NA;NA;NA;NA;"cytosol, protein phosphatase type 2A complex, nucleoplasm, nucleus";4,62898671480813e-05
"1270";1270;"Q14839";"Q14839-1,Q14839-2";"Q14839-1,Q14839-2";"CHD4_HUMAN";"Chromodomain-helicase-DNA-binding protein 4";"CHD4";22;57;0,000148552806570459;9;13;13;14;11;15;16;15;NA;NA;NA;NA;"nucleus, cytoplasm, NuRD complex, centrosome";0,00131926121372032
"1271";1271;"Q14847";"Q14847-1,Q14847-2";"Q14847-1,Q14847-2";"LASP1_HUMAN";"LIM and SH3 domain protein 1";"LASP1";5;11;0,000261455513578416;3;3;2;3;3;3;2;3;NA;NA;NA;NA;"cortical actin cytoskeleton, focal adhesion";0,000254594269314447
"1273";1273;"Q14978";"Q14978-1,Q14978-2,Q14978-3";"Q14978-1,Q14978-2,Q14978-3";"NOLC1_HUMAN";"Nucleolar and coiled-body phosphoprotein 1";"NOLC1";8;23;9,60588432985996e-05;6;7;5;4;6;7;5;5;NA;NA;NA;NA;"cytoplasm, nucleolus";0,000532333472202935
"1276";1276;"Q14CX7";"Q14CX7-1,Q14CX7-2";"Q14CX7-1,Q14CX7-2";"NAA25_HUMAN";"N-alpha-acetyltransferase 25, NatB auxiliary subunit";"NAA25";3;6;2,70310513147026e-05;NA;2;3;NA;NA;2;4;NA;NA;NA;NA;NA;"cytoplasm";0,000138869601444244
"1277";1277;"Q15003";"Q15003";"Q15003";"CND2_HUMAN";"Condensin complex subunit 2";"NCAPH";5;12;0,000141830941311152;2;2;4;2;2;2;5;3;0,000129012981961396;0,00013031676692237;0,000297116615055641;0,000178106622529662;"microtubule cytoskeleton, cytoplasm, nucleus, cytosol, condensin complex";0,000277739202888488
"1280";1280;"Q15008";"Q15008";"Q15008";"PSMD6_HUMAN";"26S proteasome non-ATPase regulatory subunit 6";"PSMD6";10;28;0,000630400250712035;7;6;5;6;7;7;6;8;0,000860141821894296;0,000868834280239502;0,000679167337037213;0,000904726699533705;"cytosol, nucleoplasm, proteasome accessory complex, proteasome complex";0,000648058140073138
"1282";1282;"Q15020";"Q15020-1";"Q15020-1";"SART3_HUMAN";"Squamous cell carcinoma antigen recognized by T-cells 3";"SART3";8;23;0,000209174864379194;3;5;6;5;3;5;9;6;NA;NA;NA;NA;"nuclear speck, cytoplasm";0,000532333472202935
"1283";1283;"Q15021";"Q15021";"Q15021";"CND1_HUMAN";"Condensin complex subunit 1";"NCAPD2";12;28;0,00017503618667165;4;5;11;5;4;5;13;6;0,000136471976635824;0,000172313926283862;0,000408583062502639;0,000188404007558143;"pronucleus, nucleus, condensin complex, cytosol, condensed chromosome, condensin core heterodimer, cytoplasm";0,000648058140073138
"1284";1284;"Q15029";"Q15029-1,Q15029-2";"Q15029-1,Q15029-2";"U5S1_HUMAN";"116 kDa U5 small nuclear ribonucleoprotein component";"EFTUD2";11;43;0,000197270566188006;11;9;8;6;12;11;10;10;NA;NA;NA;NA;"nuclear speck, catalytic step 2 spliceosome, Cajal body, nucleus, cytoplasm, spliceosomal complex, nucleoplasm";0,000995232143683748
"1287";1287;"Q15052";"Q15052-1,Q15052-2";"Q15052-1,Q15052-2";"ARHG6_HUMAN";"Rho guanine nucleotide exchange factor 6";"ARHGEF6";1;2;1,12861606004686e-05;1;1;NA;NA;1;1;NA;NA;NA;NA;NA;NA;"intracellular, lamellipodium, cytosol";4,62898671480813e-05
