"";"ID";"AC";"Description";"Gene";"GSC.pos";"GSC.neg";"GSC.pos.norm";"GSC.neg.norm";"ratio";"sqrt.ratio"
"348";"RL7A_HUMAN";"P62424";"60S ribosomal protein L7a";"RPL7A";10;17;0,0431034482758621;0,0732758620689655;0,588235294117647;0,766964988847371
"349";"RL8_HUMAN";"P62917";"60S ribosomal protein L8";"RPL8";8;10;0,0344827586206897;0,0431034482758621;0,8;0,894427190999916
"350";"RL9_HUMAN";"P32969";"60S ribosomal protein L9";"RPL9,RPL9P8,RPL9P7,RPL9P9";9;12;0,0387931034482759;0,0517241379310345;0,75;0,866025403784439
"351";"RLA0_HUMAN";"P05388";"60S acidic ribosomal protein P0";"RPLP0";22;23;0,0948275862068965;0,0991379310344828;0,956521739130435;0,978019293843651
"352";"RLA2_HUMAN";"P05387";"60S acidic ribosomal protein P2";"RPLP2";7;12;0,0301724137931034;0,0517241379310345;0,583333333333333;0,763762615825973
"353";"ROA0_HUMAN";"Q13151";"Heterogeneous nuclear ribonucleoprotein A0";"HNRNPA0";5;7;0,021551724137931;0,0301724137931034;0,714285714285714;0,845154254728517
"354";"ROA1_HUMAN";"P09651";"Heterogeneous nuclear ribonucleoprotein A1";"HNRNPA1";36;8;0,155172413793103;0,0344827586206897;4,5;2,12132034355964
"355";"ROA2_HUMAN";"P22626";"Heterogeneous nuclear ribonucleoproteins A2/B1";"HNRNPA2B1";54;41;0,232758620689655;0,176724137931034;1,31707317073171;1,14763808351401
"356";"ROA3_HUMAN";"P51991";"Heterogeneous nuclear ribonucleoprotein A3";"HNRNPA3";24;14;0,103448275862069;0,0603448275862069;1,71428571428571;1,30930734141595
"357";"ROAA_HUMAN";"Q99729";"Heterogeneous nuclear ribonucleoprotein A/B";"HNRNPAB";9;4;0,0387931034482759;0,0172413793103448;2,25;1,5
"358";"RPN1_HUMAN";"P04843";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1";"RPN1";24;11;0,103448275862069;0,0474137931034483;2,18181818181818;1,47709789175199
"359";"RPN2_HUMAN";"P04844";"Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2";"RPN2";9;6;0,0387931034482759;0,0258620689655172;1,5;1,22474487139159
"360";"RS10_HUMAN";"P46783";"40S ribosomal protein S10";"RPS10";19;14;0,0818965517241379;0,0603448275862069;1,35714285714286;1,16496474502143
"361";"RS11_HUMAN";"P62280";"40S ribosomal protein S11";"RPS11";13;11;0,0560344827586207;0,0474137931034483;1,18181818181818;1,08711461300922
"362";"RS12_HUMAN";"P25398";"40S ribosomal protein S12";"RPS12";11;12;0,0474137931034483;0,0517241379310345;0,916666666666667;0,957427107756338
"363";"RS13_HUMAN";"P62277";"40S ribosomal protein S13";"RPS13";10;8;0,0431034482758621;0,0344827586206897;1,25;1,11803398874989
"364";"RS14_HUMAN";"P62263";"40S ribosomal protein S14";"RPS14";17;18;0,0732758620689655;0,0775862068965517;0,944444444444444;0,97182531580755
"365";"RS15_HUMAN";"P62841";"40S ribosomal protein S15";"RPS15";6;5;0,0258620689655172;0,021551724137931;1,2;1,09544511501033
"366";"RS15A_HUMAN";"P62244";"40S ribosomal protein S15a";"RPS15A";10;7;0,0431034482758621;0,0301724137931034;1,42857142857143;1,19522860933439
"367";"RS16_HUMAN";"P62249";"40S ribosomal protein S16";"RPS16";29;27;0,125;0,116379310344828;1,07407407407407;1,0363754503432
"368";"RS17_HUMAN, RS17L_HUMAN";"P08708";"40S ribosomal protein S17, 40S ribosomal protein S17-like";"RPS17, RPS17L";14;6;0,0603448275862069;0,0258620689655172;2,33333333333333;1,52752523165195
"369";"RS18_HUMAN";"P62269";"40S ribosomal protein S18";"RPS18";21;20;0,0905172413793103;0,0862068965517241;1,05;1,02469507659596
"370";"RS19_HUMAN";"P39019";"40S ribosomal protein S19";"RPS19";22;15;0,0948275862068965;0,0646551724137931;1,46666666666667;1,211060141639
"371";"RS2_HUMAN";"P15880";"40S ribosomal protein S2";"RPS2";21;22;0,0905172413793103;0,0948275862068965;0,954545454545455;0,977008420918394
"372";"RS20_HUMAN";"P60866";"40S ribosomal protein S20";"RPS20";8;10;0,0344827586206897;0,0431034482758621;0,8;0,894427190999916
"373";"RS23_HUMAN";"P62266";"40S ribosomal protein S23";"RPS23";12;13;0,0517241379310345;0,0560344827586207;0,923076923076923;0,960768922830523
"374";"RS24_HUMAN";"P62847";"40S ribosomal protein S24";"RPS24";6;2;0,0258620689655172;0,00862068965517241;3;1,73205080756888
"375";"RS25_HUMAN";"P62851";"40S ribosomal protein S25";"RPS25";10;7;0,0431034482758621;0,0301724137931034;1,42857142857143;1,19522860933439
"376";"RS26_HUMAN";"P62854";"40S ribosomal protein S26";"RPS26";9;8;0,0387931034482759;0,0344827586206897;1,125;1,06066017177982
"377";"RS27_HUMAN";"P42677";"40S ribosomal protein S27";"RPS27";6;2;0,0258620689655172;0,00862068965517241;3;1,73205080756888
"378";"RS27A_HUMAN";"P62979";"Ubiquitin-40S ribosomal protein S27a";"RPS27A";4;2;0,0172413793103448;0,00862068965517241;2;1,4142135623731
"379";"RS28_HUMAN";"P62857";"40S ribosomal protein S28";"RPS28";6;6;0,0258620689655172;0,0258620689655172;1;1
"380";"RS29_HUMAN";"P62273";"40S ribosomal protein S29";"RPS29";5;4;0,021551724137931;0,0172413793103448;1,25;1,11803398874989
"381";"RS3_HUMAN";"P23396";"40S ribosomal protein S3";"RPS3";40;29;0,172413793103448;0,125;1,37931034482759;1,17444043902941
"382";"RS3A_HUMAN";"P61247";"40S ribosomal protein S3a";"RPS3A";27;21;0,116379310344828;0,0905172413793103;1,28571428571429;1,13389341902768
"383";"RS4X_HUMAN";"P62701";"40S ribosomal protein S4, X isoform";"RPS4X";27;26;0,116379310344828;0,112068965517241;1,03846153846154;1,01904933073014
"384";"RS5_HUMAN";"P46782";"40S ribosomal protein S5";"RPS5";26;14;0,112068965517241;0,0603448275862069;1,85714285714286;1,36277028773849
"385";"RS6_HUMAN";"P62753";"40S ribosomal protein S6";"RPS6";15;16;0,0646551724137931;0,0689655172413793;0,9375;0,968245836551854
"386";"RS7_HUMAN";"P62081";"40S ribosomal protein S7";"RPS7";17;7;0,0732758620689655;0,0301724137931034;2,42857142857143;1,55838744494796
"387";"RS8_HUMAN";"P62241";"40S ribosomal protein S8";"RPS8";13;14;0,0560344827586207;0,0603448275862069;0,928571428571428;0,963624111659432
"388";"RS9_HUMAN";"P46781";"40S ribosomal protein S9";"RPS9";19;12;0,0818965517241379;0,0517241379310345;1,58333333333333;1,25830573921179
"389";"RSMB_HUMAN, RSMN_HUMAN";"P14678";"Small nuclear ribonucleoprotein-associated protein N, Small nuclear ribonucleoprotein-associated proteins B and B'";"SNRPB, SNRPN";7;7;0,0301724137931034;0,0301724137931034;1;1
"390";"RSSA_HUMAN";"P08865";"40S ribosomal protein SA";"RPSA";14;19;0,0603448275862069;0,0818965517241379;0,736842105263158;0,858395075278952
"391";"RTCB_HUMAN";"Q9Y3I0";"tRNA-splicing ligase RtcB homolog";"C22orf28";10;11;0,0431034482758621;0,0474137931034483;0,909090909090909;0,953462589245592
"392";"RU17_HUMAN";"P08621";"U1 small nuclear ribonucleoprotein 70 kDa";"SNRNP70";9;8;0,0387931034482759;0,0344827586206897;1,125;1,06066017177982
"393";"RU1C_HUMAN";"P09234";"U1 small nuclear ribonucleoprotein C";"SNRPC";1;4;0,00431034482758621;0,0172413793103448;0,25;0,5
"394";"RU2A_HUMAN";"P09661";"U2 small nuclear ribonucleoprotein A'";"SNRPA1";2;2;0,00862068965517241;0,00862068965517241;1;1
"395";"RU2B_HUMAN";"P08579";"U2 small nuclear ribonucleoprotein B''";"SNRPB2";5;3;0,021551724137931;0,0129310344827586;1,66666666666667;1,29099444873581
"396";"RUVB1_HUMAN";"Q9Y265";"RuvB-like 1";"RUVBL1";12;4;0,0517241379310345;0,0172413793103448;3;1,73205080756888
"397";"RUVB2_HUMAN";"Q9Y230";"RuvB-like 2";"RUVBL2";15;4;0,0646551724137931;0,0172413793103448;3,75;1,93649167310371
"398";"RUXE_HUMAN";"P62304";"Small nuclear ribonucleoprotein E";"SNRPE";5;2;0,021551724137931;0,00862068965517241;2,5;1,58113883008419
"399";"RUXF_HUMAN";"P62306";"Small nuclear ribonucleoprotein F";"SNRPF";2;1;0,00862068965517241;0,00431034482758621;2;1,4142135623731
"400";"SAFB1_HUMAN";"Q15424";"Scaffold attachment factor B1";"SAFB";13;14;0,0560344827586207;0,0603448275862069;0,928571428571428;0,963624111659432
"401";"SARNP_HUMAN";"P82979";"SAP domain-containing ribonucleoprotein";"SARNP";2;2;0,00862068965517241;0,00862068965517241;1;1
"402";"SC11A_HUMAN";"P67812";"Signal peptidase complex catalytic subunit SEC11A";"SEC11A";4;1;0,0172413793103448;0,00431034482758621;4;2
"403";"SCAM3_HUMAN";"O14828";"Secretory carrier-associated membrane protein 3";"SCAMP3";6;1;0,0258620689655172;0,00431034482758621;6;2,44948974278318
"404";"SEPT2_HUMAN";"Q15019";"Septin-2";"SEPT2";1;1;0,00431034482758621;0,00431034482758621;1;1
"405";"SERA_HUMAN";"O43175";"D-3-phosphoglycerate dehydrogenase";"PHGDH";17;3;0,0732758620689655;0,0129310344827586;5,66666666666667;2,38047614284762
"406";"SET_HUMAN";"Q01105";"Protein SET";"SET";18;5;0,0775862068965517;0,021551724137931;3,6;1,89736659610103
"407";"SF3A1_HUMAN";"Q15459";"Splicing factor 3A subunit 1";"SF3A1";15;9;0,0646551724137931;0,0387931034482759;1,66666666666667;1,29099444873581
"408";"SF3A2_HUMAN";"Q15428";"Splicing factor 3A subunit 2";"SF3A2";2;2;0,00862068965517241;0,00862068965517241;1;1
"409";"SF3A3_HUMAN";"Q12874";"Splicing factor 3A subunit 3";"SF3A3";12;4;0,0517241379310345;0,0172413793103448;3;1,73205080756888
"410";"SF3B1_HUMAN";"O75533";"Splicing factor 3B subunit 1";"SF3B1";13;24;0,0560344827586207;0,103448275862069;0,541666666666667;0,735980072193987
"411";"SF3B2_HUMAN";"Q13435";"Splicing factor 3B subunit 2";"SF3B2";21;19;0,0905172413793103;0,0818965517241379;1,10526315789474;1,05131496607569
"412";"SF3B3_HUMAN";"Q15393";"Splicing factor 3B subunit 3";"SF3B3";23;25;0,0991379310344828;0,107758620689655;0,92;0,959166304662544
"413";"SF3B5_HUMAN";"Q9BWJ5";"Splicing factor 3B subunit 5";"SF3B5";4;2;0,0172413793103448;0,00862068965517241;2;1,4142135623731
"414";"SFPQ_HUMAN";"P23246";"Splicing factor, proline- and glutamine-rich";"SFPQ";19;13;0,0818965517241379;0,0560344827586207;1,46153846153846;1,20894104965398
"415";"SFXN1_HUMAN";"Q9H9B4";"Sideroflexin-1";"SFXN1";10;5;0,0431034482758621;0,021551724137931;2;1,4142135623731
"416";"SKP1_HUMAN";"P63208";"S-phase kinase-associated protein 1";"SKP1";1;1;0,00431034482758621;0,00431034482758621;1;1
"417";"SMD1_HUMAN";"P62314";"Small nuclear ribonucleoprotein Sm D1";"SNRPD1";11;2;0,0474137931034483;0,00862068965517241;5,5;2,34520787991171
"418";"SMD2_HUMAN";"P62316";"Small nuclear ribonucleoprotein Sm D2";"SNRPD2";13;14;0,0560344827586207;0,0603448275862069;0,928571428571428;0,963624111659432
"419";"SMD3_HUMAN";"P62318";"Small nuclear ribonucleoprotein Sm D3";"SNRPD3";9;7;0,0387931034482759;0,0301724137931034;1,28571428571429;1,13389341902768
"420";"SND1_HUMAN";"Q7KZF4";"Staphylococcal nuclease domain-containing protein 1";"SND1";38;34;0,163793103448276;0,146551724137931;1,11764705882353;1,05718827974185
"421";"SNRPA_HUMAN";"P09012";"U1 small nuclear ribonucleoprotein A";"SNRPA";5;4;0,021551724137931;0,0172413793103448;1,25;1,11803398874989
"422";"SNW1_HUMAN";"Q13573";"SNW domain-containing protein 1";"SNW1";10;1;0,0431034482758621;0,00431034482758621;10;3,16227766016838
"423";"SPTB2_HUMAN";"Q01082";"Spectrin beta chain, non-erythrocytic 1";"SPTBN1";13;8;0,0560344827586207;0,0344827586206897;1,625;1,2747548783982
"424";"SPTN1_HUMAN";"Q13813";"Spectrin alpha chain, non-erythrocytic 1";"SPTAN1";15;3;0,0646551724137931;0,0129310344827586;5;2,23606797749979
"425";"SQRD_HUMAN";"Q9Y6N5";"Sulfide:quinone oxidoreductase, mitochondrial";"SQRDL";7;1;0,0301724137931034;0,00431034482758621;7;2,64575131106459
"426";"SRP14_HUMAN";"P37108";"Signal recognition particle 14 kDa protein";"SRP14";3;5;0,0129310344827586;0,021551724137931;0,6;0,774596669241483
"427";"SRPRB_HUMAN";"Q9Y5M8";"Signal recognition particle receptor subunit beta";"SRPRB";3;2;0,0129310344827586;0,00862068965517241;1,5;1,22474487139159
"428";"SRRM2_HUMAN";"Q9UQ35";"Serine/arginine repetitive matrix protein 2";"SRRM2";15;17;0,0646551724137931;0,0732758620689655;0,882352941176471;0,939336436627724
"429";"SRSF1_HUMAN";"Q07955";"Serine/arginine-rich splicing factor 1";"SRSF1";19;19;0,0818965517241379;0,0818965517241379;1;1
"430";"SRSF2_HUMAN";"Q01130";"Serine/arginine-rich splicing factor 2";"SRSF2";11;8;0,0474137931034483;0,0344827586206897;1,375;1,17260393995586
"431";"SRSF3_HUMAN";"P84103";"Serine/arginine-rich splicing factor 3";"SRSF3";6;9;0,0258620689655172;0,0387931034482759;0,666666666666667;0,816496580927726
"432";"SRSF4_HUMAN, SRSF6_HUMAN";"Q08170";"Serine/arginine-rich splicing factor 4, Serine/arginine-rich splicing factor 6";"SRSF4, SRSF6";2;2;0,00862068965517241;0,00862068965517241;1;1
"433";"SRSF7_HUMAN";"Q16629";"Serine/arginine-rich splicing factor 7";"SRSF7";3;7;0,0129310344827586;0,0301724137931034;0,428571428571429;0,654653670707977
"434";"SRSF9_HUMAN";"Q13242";"Serine/arginine-rich splicing factor 9";"SRSF9";10;5;0,0431034482758621;0,021551724137931;2;1,4142135623731
"435";"SSRD_HUMAN";"P51571";"Translocon-associated protein subunit delta";"SSR4";1;1;0,00431034482758621;0,00431034482758621;1;1
"436";"SYDC_HUMAN";"P14868";"Aspartate--tRNA ligase, cytoplasmic";"DARS";11;17;0,0474137931034483;0,0732758620689655;0,647058823529412;0,804399666539844
"437";"SYEP_HUMAN";"P07814";"Bifunctional glutamate/proline--tRNA ligase";"EPRS";22;20;0,0948275862068965;0,0862068965517241;1,1;1,04880884817015
"438";"SYFA_HUMAN";"Q9Y285";"Phenylalanine--tRNA ligase alpha subunit";"FARSA";4;3;0,0172413793103448;0,0129310344827586;1,33333333333333;1,15470053837925
"439";"SYFB_HUMAN";"Q9NSD9";"Phenylalanine--tRNA ligase beta subunit";"FARSB";10;6;0,0431034482758621;0,0258620689655172;1,66666666666667;1,29099444873581
"440";"SYIC_HUMAN";"P41252";"Isoleucine--tRNA ligase, cytoplasmic";"IARS";17;23;0,0732758620689655;0,0991379310344828;0,739130434782609;0,859726953621095
"441";"SYK_HUMAN";"Q15046";"Lysine--tRNA ligase";"KARS";15;13;0,0646551724137931;0,0560344827586207;1,15384615384615;1,07417231105915
"442";"SYMC_HUMAN";"P56192";"Methionine--tRNA ligase, cytoplasmic";"MARS";7;5;0,0301724137931034;0,021551724137931;1,4;1,18321595661992
"443";"SYNC_HUMAN";"O43776";"Asparagine--tRNA ligase, cytoplasmic";"NARS";2;10;0,00862068965517241;0,0431034482758621;0,2;0,447213595499958
"444";"SYQ_HUMAN";"P47897";"Glutamine--tRNA ligase";"QARS";1;3;0,00431034482758621;0,0129310344827586;0,333333333333333;0,577350269189626
"445";"SYRC_HUMAN";"P54136";"Arginine--tRNA ligase, cytoplasmic";"RARS";2;3;0,00862068965517241;0,0129310344827586;0,666666666666667;0,816496580927726
"446";"SYTC_HUMAN";"P26639";"Threonine--tRNA ligase, cytoplasmic";"TARS";8;3;0,0344827586206897;0,0129310344827586;2,66666666666667;1,63299316185545
"447";"SYYC_HUMAN";"P54577";"Tyrosine--tRNA ligase, cytoplasmic";"YARS";12;9;0,0517241379310345;0,0387931034482759;1,33333333333333;1,15470053837925
"448";"TADBP_HUMAN";"Q13148";"TAR DNA-binding protein 43";"TARDBP";4;5;0,0172413793103448;0,021551724137931;0,8;0,894427190999916
"449";"TAGL2_HUMAN";"P37802";"Transgelin-2";"TAGLN2";9;9;0,0387931034482759;0,0387931034482759;1;1
"452";"TBA1C_HUMAN";"Q9BQE3";"Tubulin alpha-1C chain";"TUBA1C";3;5;0,0129310344827586;0,021551724137931;0,6;0,774596669241483
"453";"TBA4A_HUMAN";"P68366";"Tubulin alpha-4A chain";"TUBA4A";9;4;0,0387931034482759;0,0172413793103448;2,25;1,5
"455";"TBB4A_HUMAN";"P04350";"Tubulin beta-4A chain";"TUBB4A";2;1;0,00862068965517241;0,00431034482758621;2;1,4142135623731
"456";"TBB4B_HUMAN";"P68371";"Tubulin beta-4B chain";"TUBB4B";3;2;0,0129310344827586;0,00862068965517241;1,5;1,22474487139159
"457";"TBB5_HUMAN";"P07437";"Tubulin beta chain";"TUBB";43;18;0,185344827586207;0,0775862068965517;2,38888888888889;1,54560308258262
"458";"TBB6_HUMAN";"Q9BUF5";"Tubulin beta-6 chain";"TUBB6";4;6;0,0172413793103448;0,0258620689655172;0,666666666666667;0,816496580927726
"459";"TCEA1_HUMAN";"P23193";"Transcription elongation factor A protein 1";"TCEA1";8;8;0,0344827586206897;0,0344827586206897;1;1
"460";"TCP4_HUMAN";"P53999";"Activated RNA polymerase II transcriptional coactivator p15";"SUB1";8;4;0,0344827586206897;0,0172413793103448;2;1,4142135623731
"461";"TCPA_HUMAN";"P17987";"T-complex protein 1 subunit alpha";"TCP1";27;19;0,116379310344828;0,0818965517241379;1,42105263157895;1,19207912135854
"462";"TCPB_HUMAN";"P78371";"T-complex protein 1 subunit beta";"CCT2";37;20;0,15948275862069;0,0862068965517241;1,85;1,36014705087354
"463";"TCPD_HUMAN";"P50991";"T-complex protein 1 subunit delta";"CCT4";23;21;0,0991379310344828;0,0905172413793103;1,0952380952381;1,04653623694457
"464";"TCPE_HUMAN";"P48643";"T-complex protein 1 subunit epsilon";"CCT5";11;9;0,0474137931034483;0,0387931034482759;1,22222222222222;1,10554159678513
"465";"TCPG_HUMAN";"P49368";"T-complex protein 1 subunit gamma";"CCT3";31;24;0,133620689655172;0,103448275862069;1,29166666666667;1,13651514141549
"466";"TCPH_HUMAN";"Q99832";"T-complex protein 1 subunit eta";"CCT7";29;21;0,125;0,0905172413793103;1,38095238095238;1,17513930278601
"467";"TCPQ_HUMAN";"P50990";"T-complex protein 1 subunit theta";"CCT8";29;28;0,125;0,120689655172414;1,03571428571429;1,01770048919821
"468";"TCPZ_HUMAN";"P40227";"T-complex protein 1 subunit zeta";"CCT6A";30;24;0,129310344827586;0,103448275862069;1,25;1,11803398874989
"469";"TCRG1_HUMAN";"O14776";"Transcription elongation regulator 1";"TCERG1";1;2;0,00431034482758621;0,00862068965517241;0,5;0,707106781186548
"470";"TERA_HUMAN";"P55072";"Transitional endoplasmic reticulum ATPase";"VCP";9;20;0,0387931034482759;0,0862068965517241;0,45;0,670820393249937
"471";"THIL_HUMAN";"P24752";"Acetyl-CoA acetyltransferase, mitochondrial";"ACAT1";19;21;0,0818965517241379;0,0905172413793103;0,904761904761905;0,951189731211342
"472";"THIM_HUMAN";"P42765";"3-ketoacyl-CoA thiolase, mitochondrial";"ACAA2";21;3;0,0905172413793103;0,0129310344827586;7;2,64575131106459
"473";"THIO_HUMAN";"P10599";"Thioredoxin";"TXN";6;3;0,0258620689655172;0,0129310344827586;2;1,4142135623731
"474";"THOC4_HUMAN";"Q86V81";"THO complex subunit 4";"ALYREF";12;6;0,0517241379310345;0,0258620689655172;2;1,4142135623731
"475";"TIF1B_HUMAN";"Q13263";"Transcription intermediary factor 1-beta";"TRIM28";8;4;0,0344827586206897;0,0172413793103448;2;1,4142135623731
"476";"TKT_HUMAN";"P29401";"Transketolase";"TKT";4;5;0,0172413793103448;0,021551724137931;0,8;0,894427190999916
"477";"TMA7_HUMAN";"Q9Y2S6";"Translation machinery-associated protein 7";"TMA7";1;1;0,00431034482758621;0,00431034482758621;1;1
"478";"TMEDA_HUMAN";"P49755";"Transmembrane emp24 domain-containing protein 10";"TMED10";6;2;0,0258620689655172;0,00862068965517241;3;1,73205080756888
"479";"TOM20_HUMAN";"Q15388";"Mitochondrial import receptor subunit TOM20 homolog";"TOMM20";3;4;0,0129310344827586;0,0172413793103448;0,75;0,866025403784439
"480";"TOM70_HUMAN";"O94826";"Mitochondrial import receptor subunit TOM70";"TOMM70A";10;1;0,0431034482758621;0,00431034482758621;10;3,16227766016838
"481";"TPIS_HUMAN";"P60174";"Triosephosphate isomerase";"TPI1";3;8;0,0129310344827586;0,0344827586206897;0,375;0,612372435695794
"482";"TPP2_HUMAN";"P29144";"Tripeptidyl-peptidase 2";"TPP2";1;2;0,00431034482758621;0,00862068965517241;0,5;0,707106781186548
"483";"TPR_HUMAN";"P12270";"Nucleoprotein TPR";"TPR";5;9;0,021551724137931;0,0387931034482759;0,555555555555556;0,74535599249993
"484";"TRYB1_HUMAN, TRYB2_HUMAN";"P20231";"Tryptase alpha/beta-1, Tryptase beta-2";"TPSAB1, TPSB2";10;9;0,0431034482758621;0,0387931034482759;1,11111111111111;1,05409255338946
"485";"U2AF1_HUMAN";"Q01081";"Splicing factor U2AF 35 kDa subunit";"U2AF1";6;4;0,0258620689655172;0,0172413793103448;1,5;1,22474487139159
"486";"U2AF2_HUMAN";"P26368";"Splicing factor U2AF 65 kDa subunit";"U2AF2";8;9;0,0344827586206897;0,0387931034482759;0,888888888888889;0,942809041582063
"487";"U520_HUMAN";"O75643";"U5 small nuclear ribonucleoprotein 200 kDa helicase";"SNRNP200";24;19;0,103448275862069;0,0818965517241379;1,26315789473684;1,12390297389803
"488";"U5S1_HUMAN";"Q15029";"116 kDa U5 small nuclear ribonucleoprotein component";"EFTUD2";11;10;0,0474137931034483;0,0431034482758621;1,1;1,04880884817015
"489";"UBP14_HUMAN";"P54578";"Ubiquitin carboxyl-terminal hydrolase 14";"USP14";1;4;0,00431034482758621;0,0172413793103448;0,25;0,5
"490";"UBP2L_HUMAN";"Q14157";"Ubiquitin-associated protein 2-like";"UBAP2L";7;7;0,0301724137931034;0,0301724137931034;1;1
"491";"USMG5_HUMAN";"Q96IX5";"Up-regulated during skeletal muscle growth protein 5";"USMG5";4;2;0,0172413793103448;0,00862068965517241;2;1,4142135623731
"492";"VAPA_HUMAN";"Q9P0L0";"Vesicle-associated membrane protein-associated protein A";"VAPA";8;2;0,0344827586206897;0,00862068965517241;4;2
"493";"VASP_HUMAN";"P50552";"Vasodilator-stimulated phosphoprotein";"VASP";4;18;0,0172413793103448;0,0775862068965517;0,222222222222222;0,471404520791032
"494";"VIGLN_HUMAN";"Q00341";"Vigilin";"HDLBP";5;1;0,021551724137931;0,00431034482758621;5;2,23606797749979
"495";"VIME_HUMAN";"P08670";"Vimentin";"VIM";24;7;0,103448275862069;0,0301724137931034;3,42857142857143;1,8516401995451
"496";"WIBG_HUMAN";"Q9BRP8";"Partner of Y14 and mago";"WIBG";2;2;0,00862068965517241;0,00862068965517241;1;1
"497";"XRCC5_HUMAN";"P13010";"X-ray repair cross-complementing protein 5";"XRCC5";60;19;0,258620689655172;0,0818965517241379;3,15789473684211;1,77704663327728
"498";"XRCC6_HUMAN";"P12956";"X-ray repair cross-complementing protein 6";"XRCC6";63;31;0,271551724137931;0,133620689655172;2,03225806451613;1,42557288993447
"499";"YBOX1_HUMAN";"P67809";"Nuclease-sensitive element-binding protein 1";"YBX1";17;12;0,0732758620689655;0,0517241379310345;1,41666666666667;1,19023807142381
