Accession	Gene name	GO ID (C)	GO name (C)	Entry name
O43566	RGS14	GO:0030054	cell junction	RGS14_HUMAN
O43566	RGS14	GO:0045211	postsynaptic membrane	RGS14_HUMAN
O43566	RGS14	GO:0014069	postsynaptic density	RGS14_HUMAN
O43566	RGS14	GO:0045111	intermediate filament cytoskeleton	RGS14_HUMAN
O43566	RGS14	GO:0000922	spindle pole	RGS14_HUMAN
O43566	RGS14	GO:0016604	nuclear body	RGS14_HUMAN
O43566	RGS14	GO:0005737	cytoplasm	RGS14_HUMAN
O43566	RGS14	GO:0016605	PML body	RGS14_HUMAN
O43566	RGS14	GO:0005874	microtubule	RGS14_HUMAN
O43566	RGS14	GO:0043197	dendritic spine	RGS14_HUMAN
O43566	RGS14	GO:0005886	plasma membrane	RGS14_HUMAN
O43566	RGS14	GO:0005813	centrosome	RGS14_HUMAN
P31641	SLC6A6	GO:0016021	integral to membrane	SC6A6_HUMAN
P31641	SLC6A6	GO:0005887	integral to plasma membrane	SC6A6_HUMAN
P31641	SLC6A6	GO:0005886	plasma membrane	SC6A6_HUMAN
Q96P15	SERPINB11	GO:0005737	cytoplasm	SPB11_HUMAN
Q96P15	SERPINB11	GO:0005615	extracellular space	SPB11_HUMAN
P31431	SDC4	GO:0043202	lysosomal lumen	SDC4_HUMAN
P31431	SDC4	GO:0005576	extracellular region	SDC4_HUMAN
P31431	SDC4	GO:0045121	membrane raft	SDC4_HUMAN
P31431	SDC4	GO:0005887	integral to plasma membrane	SDC4_HUMAN
P31431	SDC4	GO:0005925	focal adhesion	SDC4_HUMAN
P31431	SDC4	GO:0043034	costamere	SDC4_HUMAN
P31431	SDC4	GO:0009986	cell surface	SDC4_HUMAN
P31431	SDC4	GO:0005796	Golgi lumen	SDC4_HUMAN
Q9H2X9	SLC12A5	GO:0043025	neuronal cell body	S12A5_HUMAN
Q9H2X9	SLC12A5	GO:0016021	integral to membrane	S12A5_HUMAN
Q9H2X9	SLC12A5	GO:0043198	dendritic shaft	S12A5_HUMAN
Q9H2X9	SLC12A5	GO:0005886	plasma membrane	S12A5_HUMAN
Q9H6I2	SOX17	GO:0005634	nucleus	SOX17_HUMAN
Q9H6I2	SOX17	GO:0005667	transcription factor complex	SOX17_HUMAN
O60636	TSPAN2	GO:0016021	integral to membrane	TSN2_HUMAN
O60636	TSPAN2	GO:0043209	myelin sheath	TSN2_HUMAN
P14679	TYR	GO:0033162	melanosome membrane	TYRO_HUMAN
P14679	TYR	GO:0005764	lysosome	TYRO_HUMAN
P14679	TYR	GO:0005798	Golgi-associated vesicle	TYRO_HUMAN
P14679	TYR	GO:0048471	perinuclear region of cytoplasm	TYRO_HUMAN
P14679	TYR	GO:0042470	melanosome	TYRO_HUMAN
P14679	TYR	GO:0016021	integral to membrane	TYRO_HUMAN
P28347	TEAD1	GO:0005654	nucleoplasm	TEAD1_HUMAN
Q13895	BYSL	GO:0005737	cytoplasm	BYST_HUMAN
Q13895	BYSL	GO:0045177	apical part of cell	BYST_HUMAN
Q13895	BYSL	GO:0005730	nucleolus	BYST_HUMAN
P16219	ACADS	GO:0005759	mitochondrial matrix	ACADS_HUMAN
P16219	ACADS	GO:0031966	mitochondrial membrane	ACADS_HUMAN
Q9H3Q1	CDC42EP4	GO:0016020	membrane	BORG4_HUMAN
Q9H3Q1	CDC42EP4	GO:0015630	microtubule cytoskeleton	BORG4_HUMAN
Q9H3Q1	CDC42EP4	GO:0015629	actin cytoskeleton	BORG4_HUMAN
Q9H3Q1	CDC42EP4	GO:0005737	cytoplasm	BORG4_HUMAN
Q9H3Q1	CDC42EP4	GO:0012505	endomembrane system	BORG4_HUMAN
Q13363	CTBP1	GO:0017053	transcriptional repressor complex	CTBP1_HUMAN
Q13363	CTBP1	GO:0005667	transcription factor complex	CTBP1_HUMAN
Q13363	CTBP1	GO:0005829	cytosol	CTBP1_HUMAN
O95931	CBX7	GO:0000790	nuclear chromatin	CBX7_HUMAN
O95931	CBX7	GO:0000792	heterochromatin	CBX7_HUMAN
O95931	CBX7	GO:0035102	PRC1 complex	CBX7_HUMAN
Q9H4W6	EBF3	GO:0005634	nucleus	COE3_HUMAN
Q9UBX3	SLC25A10	GO:0005634	nucleus	DIC_HUMAN
Q9UBX3	SLC25A10	GO:0016021	integral to membrane	DIC_HUMAN
Q9UBX3	SLC25A10	GO:0005743	mitochondrial inner membrane	DIC_HUMAN
P51530	DNA2	GO:0005654	nucleoplasm	DNA2_HUMAN
P51530	DNA2	GO:0042645	mitochondrial nucleoid	DNA2_HUMAN
Q11130	FUT7	GO:0016021	integral to membrane	FUT7_HUMAN
Q11130	FUT7	GO:0032580	Golgi cisterna membrane	FUT7_HUMAN
Q11130	FUT7	GO:0005794	Golgi apparatus	FUT7_HUMAN
Q9UK08	GNG8	GO:0005886	plasma membrane	GBG8_HUMAN
Q9UK08	GNG8	GO:0005576	extracellular region	GBG8_HUMAN
Q9UK08	GNG8	GO:0005834	heterotrimeric G-protein complex	GBG8_HUMAN
P52565	ARHGDIA	GO:0001772	immunological synapse	GDIR1_HUMAN
P52565	ARHGDIA	GO:0005856	cytoskeleton	GDIR1_HUMAN
P52565	ARHGDIA	GO:0005829	cytosol	GDIR1_HUMAN
O95202	LETM1	GO:0016021	integral to membrane	LETM1_HUMAN
O95202	LETM1	GO:0005743	mitochondrial inner membrane	LETM1_HUMAN
P31995	FCGR2C	GO:0005737	cytoplasm	FCG2C_HUMAN
P31995	FCGR2C	GO:0016021	integral to membrane	FCG2C_HUMAN
P31995	FCGR2C	GO:0005886	plasma membrane	FCG2C_HUMAN
Q14449	GRB14	GO:0005829	cytosol	GRB14_HUMAN
Q14449	GRB14	GO:0043231	intracellular membrane-bounded organelle	GRB14_HUMAN
Q14449	GRB14	GO:0000139	Golgi membrane	GRB14_HUMAN
Q14449	GRB14	GO:0010008	endosome membrane	GRB14_HUMAN
Q14449	GRB14	GO:0005886	plasma membrane	GRB14_HUMAN
Q9UBN1	CACNG4	GO:0032281	alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid selective glutamate receptor complex	CCG4_HUMAN
Q9UBN1	CACNG4	GO:0005891	voltage-gated calcium channel complex	CCG4_HUMAN
Q9UBN1	CACNG4	GO:0030666	endocytic vesicle membrane	CCG4_HUMAN
P32019	INPP5B	GO:0031901	early endosome membrane	I5P2_HUMAN
P32019	INPP5B	GO:0030670	phagocytic vesicle membrane	I5P2_HUMAN
P32019	INPP5B	GO:0005886	plasma membrane	I5P2_HUMAN
P32019	INPP5B	GO:0015630	microtubule cytoskeleton	I5P2_HUMAN
P32019	INPP5B	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	I5P2_HUMAN
P32019	INPP5B	GO:0016021	integral to membrane	I5P2_HUMAN
P32019	INPP5B	GO:0005794	Golgi apparatus	I5P2_HUMAN
P32019	INPP5B	GO:0005829	cytosol	I5P2_HUMAN
P48735	IDH2	GO:0005759	mitochondrial matrix	IDHP_HUMAN
P48735	IDH2	GO:0005743	mitochondrial inner membrane	IDHP_HUMAN
O60573	EIF4E2	GO:0005829	cytosol	IF4E2_HUMAN
O60573	EIF4E2	GO:0005845	mRNA cap binding complex	IF4E2_HUMAN
Q96F15	GIMAP5	GO:0005741	mitochondrial outer membrane	GIMA5_HUMAN
Q96F15	GIMAP5	GO:0016021	integral to membrane	GIMA5_HUMAN
Q96F15	GIMAP5	GO:0005764	lysosome	GIMA5_HUMAN
O15344	MID1	GO:0005874	microtubule	TRI18_HUMAN
O15344	MID1	GO:0005819	spindle	TRI18_HUMAN
O15344	MID1	GO:0005875	microtubule associated complex	TRI18_HUMAN
O15344	MID1	GO:0005737	cytoplasm	TRI18_HUMAN
O75030	MITF	GO:0005634	nucleus	MITF_HUMAN
O75030	MITF	GO:0043234	protein complex	MITF_HUMAN
P28331	NDUFS1	GO:0005747	mitochondrial respiratory chain complex I	NDUS1_HUMAN
P28331	NDUFS1	GO:0005758	mitochondrial intermembrane space	NDUS1_HUMAN
Q01970	PLCB3	GO:0043234	protein complex	PLCB3_HUMAN
Q01970	PLCB3	GO:0016020	membrane	PLCB3_HUMAN
Q01970	PLCB3	GO:0005829	cytosol	PLCB3_HUMAN
Q9NQX4	MYO5C	GO:0016459	myosin complex	MYO5C_HUMAN
Q08174	PCDH1	GO:0005887	integral to plasma membrane	PCDH1_HUMAN
Q08174	PCDH1	GO:0005911	cell-cell junction	PCDH1_HUMAN
Q9HC56	PCDH9	GO:0016021	integral to membrane	PCDH9_HUMAN
Q9HC56	PCDH9	GO:0005886	plasma membrane	PCDH9_HUMAN
Q9GZT4	SRR	GO:0045177	apical part of cell	SRR_HUMAN
Q9GZT4	SRR	GO:0043025	neuronal cell body	SRR_HUMAN
Q9GZT4	SRR	GO:0005886	plasma membrane	SRR_HUMAN
Q9GZT4	SRR	GO:0005737	cytoplasm	SRR_HUMAN
P51151	RAB9A	GO:0005789	endoplasmic reticulum membrane	RAB9A_HUMAN
P51151	RAB9A	GO:0005886	plasma membrane	RAB9A_HUMAN
P51151	RAB9A	GO:0045335	phagocytic vesicle	RAB9A_HUMAN
P51151	RAB9A	GO:0030670	phagocytic vesicle membrane	RAB9A_HUMAN
P51151	RAB9A	GO:0005764	lysosome	RAB9A_HUMAN
P51151	RAB9A	GO:0005770	late endosome	RAB9A_HUMAN
P51151	RAB9A	GO:0000139	Golgi membrane	RAB9A_HUMAN
O43759	SYNGR1	GO:0042470	melanosome	SNG1_HUMAN
O43759	SYNGR1	GO:0030054	cell junction	SNG1_HUMAN
O43759	SYNGR1	GO:0030672	synaptic vesicle membrane	SNG1_HUMAN
O43759	SYNGR1	GO:0016021	integral to membrane	SNG1_HUMAN
Q86UE8	TLK2	GO:0048471	perinuclear region of cytoplasm	TLK2_HUMAN
Q86UE8	TLK2	GO:0005882	intermediate filament	TLK2_HUMAN
Q86UE8	TLK2	GO:0005634	nucleus	TLK2_HUMAN
Q8N114	SHISA5	GO:0016021	integral to membrane	SHSA5_HUMAN
Q8N114	SHISA5	GO:0005789	endoplasmic reticulum membrane	SHSA5_HUMAN
Q8N114	SHISA5	GO:0031965	nuclear membrane	SHSA5_HUMAN
Q8N9M5	TMEM102	GO:0005886	plasma membrane	TM102_HUMAN
Q8N9M5	TMEM102	GO:0009986	cell surface	TM102_HUMAN
Q8N9M5	TMEM102	GO:0016021	integral to membrane	TM102_HUMAN
Q8N9M5	TMEM102	GO:0005622	intracellular	TM102_HUMAN
Q96N77	ZNF641	GO:0005737	cytoplasm	ZN641_HUMAN
Q96N77	ZNF641	GO:0005634	nucleus	ZN641_HUMAN
Q2M2E5	C5orf64	GO:0005576	extracellular region	CE064_HUMAN
Q68DU8	KCTD16	GO:0045211	postsynaptic membrane	KCD16_HUMAN
Q68DU8	KCTD16	GO:0042734	presynaptic membrane	KCD16_HUMAN
Q68DU8	KCTD16	GO:0043235	receptor complex	KCD16_HUMAN
Q68DU8	KCTD16	GO:0030054	cell junction	KCD16_HUMAN
Q8NGM1	OR4C15	GO:0016021	integral to membrane	OR4CF_HUMAN
Q8NGM1	OR4C15	GO:0005886	plasma membrane	OR4CF_HUMAN
Q0VD86	INCA1	GO:0005634	nucleus	INCA1_HUMAN
Q0VD86	INCA1	GO:0005737	cytoplasm	INCA1_HUMAN
A0PK00	TMEM120B	GO:0016021	integral to membrane	T120B_HUMAN
O14948	TFEC	GO:0005634	nucleus	TFEC_HUMAN
A6NF01	POM121B	GO:0005643	nuclear pore	P121B_HUMAN
A6NI72	NCF1B	GO:0005737	cytoplasm	NCF1B_HUMAN
A6NFR6	C5orf60	GO:0016021	integral to membrane	CE060_HUMAN
A6NMY6	ANXA2P2	GO:0042470	melanosome	AXA2L_HUMAN
A6NMY6	ANXA2P2	GO:0005604	basement membrane	AXA2L_HUMAN
Q4VXA5	KHDC1	GO:0016021	integral to membrane	KHDC1_HUMAN
A7MBM2	DISP2	GO:0016021	integral to membrane	DISP2_HUMAN
A8MVU1	NCF1C	GO:0005737	cytoplasm	NCF1C_HUMAN
Q8NG04	SLC26A10	GO:0016021	integral to membrane	S2610_HUMAN
Q96HA1	POM121	GO:0005789	endoplasmic reticulum membrane	P121A_HUMAN
Q96HA1	POM121	GO:0031965	nuclear membrane	P121A_HUMAN
Q96HA1	POM121	GO:0005635	nuclear envelope	P121A_HUMAN
Q96HA1	POM121	GO:0005643	nuclear pore	P121A_HUMAN
Q9UKN1	MUC12	GO:0005887	integral to plasma membrane	MUC12_HUMAN
Q9UKN1	MUC12	GO:0005796	Golgi lumen	MUC12_HUMAN
Q8N8J6	ZNF615	GO:0005634	nucleus	ZN615_HUMAN
Q96BD5	PHF21A	GO:0000118	histone deacetylase complex	PF21A_HUMAN
Q8N9V3	WDSUB1	GO:0000151	ubiquitin ligase complex	WSDU1_HUMAN
Q9Y5Y9	SCN10A	GO:0071439	clathrin complex	SCNAA_HUMAN
Q9Y5Y9	SCN10A	GO:0001518	voltage-gated sodium channel complex	SCNAA_HUMAN
Q96J84	KIRREL	GO:0016021	integral to membrane	KIRR1_HUMAN
Q96J84	KIRREL	GO:0048471	perinuclear region of cytoplasm	KIRR1_HUMAN
Q96J84	KIRREL	GO:0005911	cell-cell junction	KIRR1_HUMAN
Q96J84	KIRREL	GO:0043198	dendritic shaft	KIRR1_HUMAN
Q96J84	KIRREL	GO:0005886	plasma membrane	KIRR1_HUMAN
Q9UPX0	IGSF9B	GO:0005886	plasma membrane	TUTLB_HUMAN
Q9UPX0	IGSF9B	GO:0016021	integral to membrane	TUTLB_HUMAN
Q14183	DOC2A	GO:0030672	synaptic vesicle membrane	DOC2A_HUMAN
Q14183	DOC2A	GO:0043005	neuron projection	DOC2A_HUMAN
Q14183	DOC2A	GO:0005764	lysosome	DOC2A_HUMAN
Q14183	DOC2A	GO:0030054	cell junction	DOC2A_HUMAN
Q9UPW8	UNC13A	GO:0005737	cytoplasm	UN13A_HUMAN
Q9UPW8	UNC13A	GO:0030054	cell junction	UN13A_HUMAN
Q9UPW8	UNC13A	GO:0031594	neuromuscular junction	UN13A_HUMAN
Q9UPW8	UNC13A	GO:0042734	presynaptic membrane	UN13A_HUMAN
Q9BYU5	KRTAP2-1	GO:0045095	keratin filament	KRA21_HUMAN
Q9BSC4	NOL10	GO:0005730	nucleolus	NOL10_HUMAN
Q8TAT5	NEIL3	GO:0005634	nucleus	NEIL3_HUMAN
Q8N7Q2	CELF2-AS1	GO:0005576	extracellular region	CEAS1_HUMAN
Q96K58	ZNF668	GO:0005634	nucleus	ZN668_HUMAN
Q9UJH8	METRN	GO:0005615	extracellular space	METRN_HUMAN
Q14980	NUMA1	GO:0005829	cytosol	NUMA1_HUMAN
Q14980	NUMA1	GO:0000139	Golgi membrane	NUMA1_HUMAN
Q14980	NUMA1	GO:0045177	apical part of cell	NUMA1_HUMAN
Q14980	NUMA1	GO:0005654	nucleoplasm	NUMA1_HUMAN
Q14980	NUMA1	GO:0016363	nuclear matrix	NUMA1_HUMAN
Q14980	NUMA1	GO:0005694	chromosome	NUMA1_HUMAN
Q14980	NUMA1	GO:0000922	spindle pole	NUMA1_HUMAN
Q14980	NUMA1	GO:0005876	spindle microtubule	NUMA1_HUMAN
Q9NVM9	ASUN	GO:0005737	cytoplasm	ASUN_HUMAN
Q9NVM9	ASUN	GO:0005634	nucleus	ASUN_HUMAN
Q9H9A7	RMI1	GO:0005634	nucleus	RMI1_HUMAN
Q92619	HMHA1	GO:0005829	cytosol	HMHA1_HUMAN
Q8IYS0	GRAMD1C	GO:0016021	integral to membrane	GRM1C_HUMAN
Q86Y25	ZNF354C	GO:0005634	nucleus	Z354C_HUMAN
Q7Z6Z7	HUWE1	GO:0005737	cytoplasm	HUWE1_HUMAN
Q7Z6Z7	HUWE1	GO:0005634	nucleus	HUWE1_HUMAN
Q8IV42	PSTK	GO:0005739	mitochondrion	PSTK_HUMAN
Q8IWC1	MAP7D3	GO:0005737	cytoplasm	MA7D3_HUMAN
Q8IWC1	MAP7D3	GO:0005874	microtubule	MA7D3_HUMAN
Q8IWC1	MAP7D3	GO:0005813	centrosome	MA7D3_HUMAN
Q8IWC1	MAP7D3	GO:0005819	spindle	MA7D3_HUMAN
Q8IWC1	MAP7D3	GO:0005634	nucleus	MA7D3_HUMAN
O15083	ERC2	GO:0005737	cytoplasm	ERC2_HUMAN
O15083	ERC2	GO:0030054	cell junction	ERC2_HUMAN
O15083	ERC2	GO:0005856	cytoskeleton	ERC2_HUMAN
O15083	ERC2	GO:0030426	growth cone	ERC2_HUMAN
O15083	ERC2	GO:0042734	presynaptic membrane	ERC2_HUMAN
Q7Z3V4	UBE3B	GO:0005737	cytoplasm	UBE3B_HUMAN
Q7Z3V4	UBE3B	GO:0005634	nucleus	UBE3B_HUMAN
Q8IY34	SLC15A3	GO:0005765	lysosomal membrane	S15A3_HUMAN
Q8IY34	SLC15A3	GO:0016021	integral to membrane	S15A3_HUMAN
O77932	DXO	GO:0005634	nucleus	DXO_HUMAN
Q95IE3	HLA-DRB1	GO:0030669	clathrin-coated endocytic vesicle membrane	2B1C_HUMAN
Q95IE3	HLA-DRB1	GO:0031902	late endosome membrane	2B1C_HUMAN
Q95IE3	HLA-DRB1	GO:0000139	Golgi membrane	2B1C_HUMAN
Q95IE3	HLA-DRB1	GO:0032588	trans-Golgi network membrane	2B1C_HUMAN
Q95IE3	HLA-DRB1	GO:0005886	plasma membrane	2B1C_HUMAN
Q95IE3	HLA-DRB1	GO:0005765	lysosomal membrane	2B1C_HUMAN
Q95IE3	HLA-DRB1	GO:0042613	MHC class II protein complex	2B1C_HUMAN
Q95IE3	HLA-DRB1	GO:0071556	integral to lumenal side of endoplasmic reticulum membrane	2B1C_HUMAN
Q95IE3	HLA-DRB1	GO:0012507	ER to Golgi transport vesicle membrane	2B1C_HUMAN
P01768		GO:0005886	plasma membrane	HV307_HUMAN
P01768		GO:0005576	extracellular region	HV307_HUMAN
P46199	MTIF2	GO:0005739	mitochondrion	IF2M_HUMAN
P55318	FOXA3	GO:0005667	transcription factor complex	FOXA3_HUMAN
P55318	FOXA3	GO:0005634	nucleus	FOXA3_HUMAN
O60830	TIMM17B	GO:0015630	microtubule cytoskeleton	TI17B_HUMAN
O60830	TIMM17B	GO:0031305	integral to mitochondrial inner membrane	TI17B_HUMAN
O60830	TIMM17B	GO:0005744	mitochondrial inner membrane presequence translocase complex	TI17B_HUMAN
P04222	HLA-C	GO:0071556	integral to lumenal side of endoplasmic reticulum membrane	1C03_HUMAN
P04222	HLA-C	GO:0005886	plasma membrane	1C03_HUMAN
P04222	HLA-C	GO:0042612	MHC class I protein complex	1C03_HUMAN
P04222	HLA-C	GO:0000139	Golgi membrane	1C03_HUMAN
P04222	HLA-C	GO:0030670	phagocytic vesicle membrane	1C03_HUMAN
P04222	HLA-C	GO:0012507	ER to Golgi transport vesicle membrane	1C03_HUMAN
P04222	HLA-C	GO:0031901	early endosome membrane	1C03_HUMAN
Q99767	APBA2	GO:0005886	plasma membrane	APBA2_HUMAN
Q9BWW8	APOL6	GO:0005576	extracellular region	APOL6_HUMAN
Q9BWW8	APOL6	GO:0005737	cytoplasm	APOL6_HUMAN
Q969L4	LSM10	GO:0015030	Cajal body	LSM10_HUMAN
Q969L4	LSM10	GO:0005683	U7 snRNP	LSM10_HUMAN
P48047	ATP5O	GO:0005886	plasma membrane	ATPO_HUMAN
P48047	ATP5O	GO:0005753	mitochondrial proton-transporting ATP synthase complex	ATPO_HUMAN
Q9UMD9	COL17A1	GO:0005911	cell-cell junction	COHA1_HUMAN
Q9UMD9	COL17A1	GO:0005604	basement membrane	COHA1_HUMAN
Q9UMD9	COL17A1	GO:0005788	endoplasmic reticulum lumen	COHA1_HUMAN
Q9UMD9	COL17A1	GO:0005576	extracellular region	COHA1_HUMAN
Q9UMD9	COL17A1	GO:0030056	hemidesmosome	COHA1_HUMAN
Q9UMD9	COL17A1	GO:0005887	integral to plasma membrane	COHA1_HUMAN
Q9UMD9	COL17A1	GO:0005581	collagen	COHA1_HUMAN
P30260	CDC27	GO:0005680	anaphase-promoting complex	CDC27_HUMAN
P30260	CDC27	GO:0005654	nucleoplasm	CDC27_HUMAN
P30260	CDC27	GO:0005876	spindle microtubule	CDC27_HUMAN
P30260	CDC27	GO:0005813	centrosome	CDC27_HUMAN
P30260	CDC27	GO:0005829	cytosol	CDC27_HUMAN
Q9H583	HEATR1	GO:0005730	nucleolus	HEAT1_HUMAN
Q9H583	HEATR1	GO:0030529	ribonucleoprotein complex	HEAT1_HUMAN
Q9H583	HEATR1	GO:0005739	mitochondrion	HEAT1_HUMAN
P57739	CLDN2	GO:0016021	integral to membrane	CLD2_HUMAN
P57739	CLDN2	GO:0005886	plasma membrane	CLD2_HUMAN
P57739	CLDN2	GO:0005923	tight junction	CLD2_HUMAN
Q14028	CNGB1	GO:0005887	integral to plasma membrane	CNGB1_HUMAN
Q14028	CNGB1	GO:0017071	intracellular cyclic nucleotide activated cation channel complex	CNGB1_HUMAN
P35913	PDE6B	GO:0097381	photoreceptor disc membrane	PDE6B_HUMAN
P18545	PDE6G	GO:0097381	photoreceptor disc membrane	CNRG_HUMAN
Q9Y5G3	PCDHGB1	GO:0016021	integral to membrane	PCDGD_HUMAN
Q9Y5G3	PCDHGB1	GO:0005886	plasma membrane	PCDGD_HUMAN
Q13620	CUL4B	GO:0005886	plasma membrane	CUL4B_HUMAN
Q13620	CUL4B	GO:0005634	nucleus	CUL4B_HUMAN
Q13620	CUL4B	GO:0031465	Cul4B-RING ubiquitin ligase complex	CUL4B_HUMAN
P83436	COG7	GO:0017119	Golgi transport complex	COG7_HUMAN
P83436	COG7	GO:0000139	Golgi membrane	COG7_HUMAN
O75343	GUCY1B2	GO:0005737	cytoplasm	GCYB2_HUMAN
Q9NQI0	DDX4	GO:0048471	perinuclear region of cytoplasm	DDX4_HUMAN
Q9NQI0	DDX4	GO:0005634	nucleus	DDX4_HUMAN
Q9NQI0	DDX4	GO:0071546	pi-body	DDX4_HUMAN
Q9NQI0	DDX4	GO:0071547	piP-body	DDX4_HUMAN
Q9NQI0	DDX4	GO:0033391	chromatoid body	DDX4_HUMAN
P51648	ALDH3A2	GO:0016021	integral to membrane	AL3A2_HUMAN
P51648	ALDH3A2	GO:0005789	endoplasmic reticulum membrane	AL3A2_HUMAN
P51648	ALDH3A2	GO:0043231	intracellular membrane-bounded organelle	AL3A2_HUMAN
P51648	ALDH3A2	GO:0005777	peroxisome	AL3A2_HUMAN
P51648	ALDH3A2	GO:0005743	mitochondrial inner membrane	AL3A2_HUMAN
O95925	EPPIN	GO:0005576	extracellular region	EPPI_HUMAN
O95925	EPPIN	GO:0009986	cell surface	EPPI_HUMAN
Q9NYL4	FKBP11	GO:0016020	membrane	FKB11_HUMAN
Q9NYL4	FKBP11	GO:0016021	integral to membrane	FKB11_HUMAN
Q06547	GABPB1	GO:0005634	nucleus	GABP1_HUMAN
Q8TAF7	ZNF461	GO:0005634	nucleus	ZN461_HUMAN
Q8IZU1	FAM9A	GO:0005730	nucleolus	FAM9A_HUMAN
O15117	FYB	GO:0005829	cytosol	FYB_HUMAN
O15117	FYB	GO:0015629	actin cytoskeleton	FYB_HUMAN
O15117	FYB	GO:0005634	nucleus	FYB_HUMAN
Q8WUP2	FBLIM1	GO:0001725	stress fiber	FBLI1_HUMAN
Q8WUP2	FBLIM1	GO:0043231	intracellular membrane-bounded organelle	FBLI1_HUMAN
Q8WUP2	FBLIM1	GO:0030054	cell junction	FBLI1_HUMAN
Q8WUP2	FBLIM1	GO:0005938	cell cortex	FBLI1_HUMAN
Q8WUP2	FBLIM1	GO:0005925	focal adhesion	FBLI1_HUMAN
Q8WUP2	FBLIM1	GO:0005829	cytosol	FBLI1_HUMAN
P38646	HSPA9	GO:0042645	mitochondrial nucleoid	GRP75_HUMAN
P38646	HSPA9	GO:0009986	cell surface	GRP75_HUMAN
P38646	HSPA9	GO:0005730	nucleolus	GRP75_HUMAN
P78417	GSTO1	GO:0005829	cytosol	GSTO1_HUMAN
P78333	GPC5	GO:0005887	integral to plasma membrane	GPC5_HUMAN
P78333	GPC5	GO:0043202	lysosomal lumen	GPC5_HUMAN
P78333	GPC5	GO:0005578	proteinaceous extracellular matrix	GPC5_HUMAN
P78333	GPC5	GO:0031225	anchored to membrane	GPC5_HUMAN
P78333	GPC5	GO:0005615	extracellular space	GPC5_HUMAN
P78333	GPC5	GO:0005796	Golgi lumen	GPC5_HUMAN
P52209	PGD	GO:0005829	cytosol	6PGD_HUMAN
P04553	PRM1	GO:0005654	nucleoplasm	HSP1_HUMAN
P04553	PRM1	GO:0000786	nucleosome	HSP1_HUMAN
Q16831	UPP1	GO:0005829	cytosol	UPP1_HUMAN
Q9BZ97	TTTY13	GO:0016021	integral to membrane	TTY13_HUMAN
Q9UBK9	UXT	GO:0005813	centrosome	UXT_HUMAN
Q9UBK9	UXT	GO:0016272	prefoldin complex	UXT_HUMAN
Q9UBK9	UXT	GO:0005634	nucleus	UXT_HUMAN
Q9UBK9	UXT	GO:0005737	cytoplasm	UXT_HUMAN
P04818	TYMS	GO:0005654	nucleoplasm	TYSY_HUMAN
P04818	TYMS	GO:0005829	cytosol	TYSY_HUMAN
P04818	TYMS	GO:0005730	nucleolus	TYSY_HUMAN
P04818	TYMS	GO:0005743	mitochondrial inner membrane	TYSY_HUMAN
P04818	TYMS	GO:0005759	mitochondrial matrix	TYSY_HUMAN
Q8WW33	GTSF1	GO:0005737	cytoplasm	GTSF1_HUMAN
O14975	SLC27A2	GO:0030176	integral to endoplasmic reticulum membrane	S27A2_HUMAN
O14975	SLC27A2	GO:0005739	mitochondrion	S27A2_HUMAN
O14975	SLC27A2	GO:0005788	endoplasmic reticulum lumen	S27A2_HUMAN
O14975	SLC27A2	GO:0005779	integral to peroxisomal membrane	S27A2_HUMAN
Q12907	LMAN2	GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	LMAN2_HUMAN
Q12907	LMAN2	GO:0016021	integral to membrane	LMAN2_HUMAN
Q12907	LMAN2	GO:0005789	endoplasmic reticulum membrane	LMAN2_HUMAN
Q12907	LMAN2	GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane	LMAN2_HUMAN
Q12907	LMAN2	GO:0000139	Golgi membrane	LMAN2_HUMAN
Q9UBV4	WNT16	GO:0005737	cytoplasm	WNT16_HUMAN
Q9UBV4	WNT16	GO:0005578	proteinaceous extracellular matrix	WNT16_HUMAN
Q9UBV4	WNT16	GO:0005615	extracellular space	WNT16_HUMAN
Q9H1J7	WNT5B	GO:0005788	endoplasmic reticulum lumen	WNT5B_HUMAN
Q9H1J7	WNT5B	GO:0009986	cell surface	WNT5B_HUMAN
Q9H1J7	WNT5B	GO:0005578	proteinaceous extracellular matrix	WNT5B_HUMAN
Q9H1J7	WNT5B	GO:0005796	Golgi lumen	WNT5B_HUMAN
Q9H1J7	WNT5B	GO:0005886	plasma membrane	WNT5B_HUMAN
Q9H1J7	WNT5B	GO:0005615	extracellular space	WNT5B_HUMAN
P04628	WNT1	GO:0009986	cell surface	WNT1_HUMAN
P04628	WNT1	GO:0005796	Golgi lumen	WNT1_HUMAN
P04628	WNT1	GO:0005615	extracellular space	WNT1_HUMAN
P04628	WNT1	GO:0005578	proteinaceous extracellular matrix	WNT1_HUMAN
P04628	WNT1	GO:0005788	endoplasmic reticulum lumen	WNT1_HUMAN
P04628	WNT1	GO:0005886	plasma membrane	WNT1_HUMAN
Q96JG9	ZNF469	GO:0005634	nucleus	ZN469_HUMAN
P07602	PSAP	GO:0016021	integral to membrane	SAP_HUMAN
P07602	PSAP	GO:0005765	lysosomal membrane	SAP_HUMAN
P07602	PSAP	GO:0005794	Golgi apparatus	SAP_HUMAN
P07602	PSAP	GO:0005739	mitochondrion	SAP_HUMAN
